datetime,hourly_cloudcover,hourly_temperature_2m,hourly_windspeed_10m,hourly_precipitation,hourly_rain,hourly_snowfall
2016-10-12T21:00:00Z,100,75.6,24.8,0,0,0
2016-10-12T22:00:00Z,100,72.8,24.1,0,0,0
2016-10-12T23:00:00Z,100,69.3,23.9,0.1,0.1,0
2016-10-13T00:00:00Z,100,65.5,23.7,0.3,0.3,0
2016-10-13T01:00:00Z,100,63.1,23.5,1,1,0
2016-10-13T02:00:00Z,100,62,22.3,0.2,0.2,0
2016-10-13T03:00:00Z,100,61.7,21.2,0.4,0.4,0
2016-10-13T04:00:00Z,100,60.5,20.4,0.4,0.4,0
2016-10-13T05:00:00Z,99,58.1,21.3,0.4,0.4,0
2016-10-13T06:00:00Z,89,55.3,20.2,0,0,0
2016-10-13T07:00:00Z,99,53.7,20.2,0,0,0
2016-10-13T08:00:00Z,100,52.8,19.9,0,0,0
2016-10-13T09:00:00Z,99,52.5,14.2,0,0,0
2016-10-13T10:00:00Z,100,52.3,14.8,0,0,0
2016-10-13T11:00:00Z,81,51.8,12.9,0,0,0
2016-10-13T12:00:00Z,74,52.2,13.7,0,0,0
2016-10-13T13:00:00Z,68,53.2,13.8,0,0,0
2016-10-13T14:00:00Z,62,53.8,13,0,0,0
2016-10-13T15:00:00Z,71,54.9,11.8,0,0,0
2016-10-13T16:00:00Z,53,56.5,11.2,0,0,0
2016-10-13T17:00:00Z,33,57.7,10.9,0,0,0
2016-10-13T18:00:00Z,23,58,11.2,0,0,0
2016-10-13T19:00:00Z,12,58.3,10.7,0,0,0
2016-10-13T20:00:00Z,1,58,9.9,0,0,0
2016-10-13T21:00:00Z,6,56.9,7.2,0,0,0
2016-10-13T22:00:00Z,3,55.1,7.3,0,0,0
2016-10-13T23:00:00Z,2,53.3,6.6,0,0,0
2016-10-14T00:00:00Z,0,50.8,6.4,0,0,0
2016-10-14T01:00:00Z,0,48.2,7.1,0,0,0
2016-10-14T02:00:00Z,0,46.6,7.6,0,0,0
2016-10-14T03:00:00Z,0,45.5,7,0,0,0
2016-10-14T04:00:00Z,0,44.9,7.2,0,0,0
2016-10-14T05:00:00Z,0,43.9,7.1,0,0,0
2016-10-14T06:00:00Z,0,42.8,7.4,0,0,0
2016-10-14T07:00:00Z,0,42.1,7.1,0,0,0
2016-10-14T08:00:00Z,0,41.6,6.6,0,0,0
2016-10-14T09:00:00Z,7,41.2,7.4,0,0,0
2016-10-14T10:00:00Z,24,40.9,8.2,0,0,0
2016-10-14T11:00:00Z,25,40.6,7.7,0,0,0
2016-10-14T12:00:00Z,61,43.5,8.9,0,0,0
2016-10-14T13:00:00Z,79,50.1,7.7,0,0,0
2016-10-14T14:00:00Z,56,55,8.1,0,0,0
2016-10-14T15:00:00Z,52,58.1,10.9,0,0,0
2016-10-14T16:00:00Z,51,60.1,11.5,0,0,0
2016-10-14T17:00:00Z,21,61.7,11.5,0,0,0
2016-10-14T18:00:00Z,0,62.6,11.6,0,0,0
2016-10-14T19:00:00Z,0,63.3,11.2,0,0,0
2016-10-14T20:00:00Z,0,63.3,10.2,0,0,0
2016-10-14T21:00:00Z,0,62.2,7.7,0,0,0
2016-10-14T22:00:00Z,0,58.7,8.2,0,0,0
2016-10-14T23:00:00Z,0,55,8.1,0,0,0
2016-10-15T00:00:00Z,3,52.8,9.7,0,0,0
2016-10-15T01:00:00Z,9,51.1,10.7,0,0,0
2016-10-15T02:00:00Z,1,49.9,12.3,0,0,0
2016-10-15T03:00:00Z,0,49.1,11.8,0,0,0
2016-10-15T04:00:00Z,0,48.4,10.8,0,0,0
2016-10-15T05:00:00Z,0,47.8,11.6,0,0,0
2016-10-15T06:00:00Z,0,46.7,11.5,0,0,0
2016-10-15T07:00:00Z,0,46.6,11.7,0,0,0
2016-10-15T08:00:00Z,0,46.8,11.5,0,0,0
2016-10-15T09:00:00Z,7,47.4,10.1,0,0,0
2016-10-15T10:00:00Z,11,48.1,11.9,0,0,0
2016-10-15T11:00:00Z,11,49.2,13,0,0,0
2016-10-15T12:00:00Z,3,52.1,15.2,0,0,0
2016-10-15T13:00:00Z,2,57.6,14.9,0,0,0
2016-10-15T14:00:00Z,2,62.9,16.1,0,0,0
2016-10-15T15:00:00Z,5,67.5,18.2,0,0,0
2016-10-15T16:00:00Z,10,70.9,20.3,0,0,0
2016-10-15T17:00:00Z,16,73.3,23,0,0,0
2016-10-15T18:00:00Z,94,74.5,27,0,0,0
2016-10-15T19:00:00Z,100,74.1,23.7,0,0,0
2016-10-15T20:00:00Z,80,74.1,19.8,0,0,0
2016-10-15T21:00:00Z,97,73.5,16.6,0,0,0
2016-10-15T22:00:00Z,82,71.8,17.6,0,0,0
2016-10-15T23:00:00Z,58,70.9,18.9,0,0,0
2016-10-16T00:00:00Z,65,69.8,18.8,0,0,0
2016-10-16T01:00:00Z,95,68.2,18.3,0,0,0
2016-10-16T02:00:00Z,96,67.3,19.2,0,0,0
2016-10-16T03:00:00Z,99,66.7,20.7,0,0,0
2016-10-16T04:00:00Z,100,66.1,20.8,0,0,0
2016-10-16T05:00:00Z,100,65.4,20.8,0,0,0
2016-10-16T06:00:00Z,99,66.2,21.1,0,0,0
2016-10-16T07:00:00Z,99,66.3,21.2,0,0,0
2016-10-16T08:00:00Z,98,66.2,21.1,0,0,0
2016-10-16T09:00:00Z,97,66.1,23.7,0,0,0
2016-10-16T10:00:00Z,89,65.5,22.8,0,0,0
2016-10-16T11:00:00Z,99,65.3,20.3,0,0,0
2016-10-16T12:00:00Z,100,66.3,21.2,0,0,0
2016-10-16T13:00:00Z,100,68.1,20.6,0,0,0
2016-10-16T14:00:00Z,100,70.6,22.7,0,0,0
2016-10-16T15:00:00Z,100,72.4,22.4,0,0,0
2016-10-16T16:00:00Z,99,71.2,24.2,0.4,0.4,0
2016-10-16T17:00:00Z,98,70.9,17.1,0.6,0.6,0
2016-10-16T18:00:00Z,89,69.4,15.5,0.5,0.5,0
2016-10-16T19:00:00Z,98,70.1,12.8,0.3,0.3,0
2016-10-16T20:00:00Z,100,70.9,14.3,0.6,0.6,0
2016-10-16T21:00:00Z,98,69.1,11.8,0.6,0.6,0
2016-10-16T22:00:00Z,100,67.3,10.6,0.9,0.9,0
2016-10-16T23:00:00Z,100,66.7,10.7,0.5,0.5,0
2016-10-17T00:00:00Z,100,66.4,10.2,0,0,0
2016-10-17T01:00:00Z,96,66.1,7.7,0,0,0
2016-10-17T02:00:00Z,93,65.7,5.8,0,0,0
2016-10-17T03:00:00Z,100,65.5,5.5,0,0,0
2016-10-17T04:00:00Z,100,65,6.5,0.2,0.2,0
2016-10-17T05:00:00Z,100,64.8,7.6,0.2,0.2,0
2016-10-17T06:00:00Z,99,65.5,9.3,0,0,0
2016-10-17T07:00:00Z,98,65,11.4,0,0,0
2016-10-17T08:00:00Z,99,64.8,14.3,0,0,0
2016-10-17T09:00:00Z,100,65.2,18.1,0,0,0
2016-10-17T10:00:00Z,99,65.3,18.9,0,0,0
2016-10-17T11:00:00Z,92,65.5,18.2,0,0,0
2016-10-17T12:00:00Z,89,66.7,19.7,0,0,0
2016-10-17T13:00:00Z,52,69.6,21.3,0,0,0
2016-10-17T14:00:00Z,6,73,25.2,0,0,0
2016-10-17T15:00:00Z,1,75.6,29,0,0,0
2016-10-17T16:00:00Z,2,78.1,30.2,0,0,0
2016-10-17T17:00:00Z,16,79.7,31.4,0,0,0
2016-10-17T18:00:00Z,7,80.7,31.1,0,0,0
2016-10-17T19:00:00Z,73,81.6,35.3,0,0,0
2016-10-17T20:00:00Z,49,80.7,32.1,0,0,0
2016-10-17T21:00:00Z,39,79.9,23.2,0,0,0
2016-10-17T22:00:00Z,36,78.1,25,0,0,0
2016-10-17T23:00:00Z,61,76.4,27.3,0,0,0
2016-10-18T00:00:00Z,76,75.4,29.2,0,0,0
2016-10-18T01:00:00Z,66,74.7,31.2,0,0,0
2016-10-18T02:00:00Z,27,74.1,31.8,0,0,0
2016-10-18T03:00:00Z,15,73.6,31.6,0,0,0
2016-10-18T04:00:00Z,48,73.1,31.2,0,0,0
2016-10-18T05:00:00Z,55,72.7,30.9,0,0,0
2016-10-18T06:00:00Z,18,72.7,30.8,0,0,0
2016-10-18T07:00:00Z,3,72.2,30.7,0,0,0
2016-10-18T08:00:00Z,1,71.9,30.7,0,0,0
2016-10-18T09:00:00Z,33,71.6,31.1,0,0,0
2016-10-18T10:00:00Z,23,71.2,29.8,0,0,0
2016-10-18T11:00:00Z,14,71,29.3,0,0,0
2016-10-18T12:00:00Z,41,71.9,29.3,0,0,0
2016-10-18T13:00:00Z,62,73.7,28.6,0,0,0
2016-10-18T14:00:00Z,94,75.1,33.1,0,0,0
2016-10-18T15:00:00Z,91,76.2,34.4,0,0,0
2016-10-18T16:00:00Z,94,77,38.2,0,0,0
2016-10-18T17:00:00Z,85,77.6,36,0,0,0
2016-10-18T18:00:00Z,97,77.9,34.5,0,0,0
2016-10-18T19:00:00Z,86,77.2,30,0,0,0
2016-10-18T20:00:00Z,100,76,28,0,0,0
2016-10-18T21:00:00Z,66,73.9,20.1,0.1,0.1,0
2016-10-18T22:00:00Z,61,71.4,18.9,0.7,0.7,0
2016-10-18T23:00:00Z,82,70,17.2,0.3,0.3,0
2016-10-19T00:00:00Z,87,69,14.7,0.5,0.5,0
2016-10-19T01:00:00Z,62,67.3,12.6,0.4,0.4,0
2016-10-19T02:00:00Z,30,65.3,10.9,0,0,0
2016-10-19T03:00:00Z,9,62.9,10.2,0,0,0
2016-10-19T04:00:00Z,0,60.9,9.6,0,0,0
2016-10-19T05:00:00Z,1,58.7,8.9,0,0,0
2016-10-19T06:00:00Z,0,56.9,8.2,0,0,0
2016-10-19T07:00:00Z,1,55.6,6.8,0,0,0
2016-10-19T08:00:00Z,5,54.2,6.7,0,0,0
2016-10-19T09:00:00Z,0,53.1,5.8,0,0,0
2016-10-19T10:00:00Z,1,52,5.7,0,0,0
2016-10-19T11:00:00Z,8,51,5.8,0,0,0
2016-10-19T12:00:00Z,15,53.8,7,0,0,0
2016-10-19T13:00:00Z,17,60,5.4,0,0,0
2016-10-19T14:00:00Z,5,63.4,5.5,0,0,0
2016-10-19T15:00:00Z,22,66.1,5.5,0,0,0
2016-10-19T16:00:00Z,28,68,5.7,0,0,0
2016-10-19T17:00:00Z,56,69.4,5.2,0,0,0
2016-10-19T18:00:00Z,70,70.5,5.6,0,0,0
2016-10-19T19:00:00Z,94,70.6,7.4,0,0,0
2016-10-19T20:00:00Z,95,69.6,9.8,0,0,0
2016-10-19T21:00:00Z,100,67.9,6.8,0,0,0
2016-10-19T22:00:00Z,100,64.9,9.9,0,0,0
2016-10-19T23:00:00Z,100,63.1,10.7,0,0,0
2016-10-20T00:00:00Z,100,62,11.1,0,0,0
2016-10-20T01:00:00Z,100,61.1,12.7,0,0,0
2016-10-20T02:00:00Z,100,60.9,14.8,0,0,0
2016-10-20T03:00:00Z,100,61.1,11.6,0,0,0
2016-10-20T04:00:00Z,100,61.4,12.5,0.4,0.4,0
2016-10-20T05:00:00Z,100,60.9,12.8,1.1,1.1,0
2016-10-20T06:00:00Z,100,60.1,12.3,1,1,0
2016-10-20T07:00:00Z,100,60,11.2,0.9,0.9,0
2016-10-20T08:00:00Z,100,59.1,12.5,1,1,0
2016-10-20T09:00:00Z,100,58.5,12.2,1.4,1.4,0
2016-10-20T10:00:00Z,100,57.3,14.3,1.1,1.1,0
2016-10-20T11:00:00Z,100,56.4,13.1,0.8,0.8,0
2016-10-20T12:00:00Z,100,56.3,14.5,0.9,0.9,0
2016-10-20T13:00:00Z,100,56.5,14.5,2.3,2.3,0
2016-10-20T14:00:00Z,100,57.2,13.2,2.2,2.2,0
2016-10-20T15:00:00Z,100,57.4,17.1,1.5,1.5,0
2016-10-20T16:00:00Z,100,57.4,17.2,1.6,1.6,0
2016-10-20T17:00:00Z,100,57.1,20.8,1.7,1.7,0
2016-10-20T18:00:00Z,100,56.7,21,1.1,1.1,0
2016-10-20T19:00:00Z,100,55.6,21.7,1.3,1.3,0
2016-10-20T20:00:00Z,100,54.8,20.9,1.1,1.1,0
2016-10-20T21:00:00Z,100,54.4,16.7,1.6,1.6,0
2016-10-20T22:00:00Z,100,54.1,15.3,2.1,2.1,0
2016-10-20T23:00:00Z,100,54,14.7,1.9,1.9,0
2016-10-21T00:00:00Z,100,53.9,16.6,1.4,1.4,0
2016-10-21T01:00:00Z,100,53.9,19.1,0.9,0.9,0
2016-10-21T02:00:00Z,100,53.3,22,0.8,0.8,0
2016-10-21T03:00:00Z,100,52.7,25,0.8,0.8,0
2016-10-21T04:00:00Z,100,51.9,25.8,0.6,0.6,0
2016-10-21T05:00:00Z,100,50.9,26.2,0.4,0.4,0
2016-10-21T06:00:00Z,100,49.3,25.7,0.5,0.5,0
2016-10-21T07:00:00Z,100,48.4,26.3,0.4,0.4,0
2016-10-21T08:00:00Z,100,47.6,26.7,0.5,0.5,0
2016-10-21T09:00:00Z,100,47,23.1,0.8,0.8,0
2016-10-21T10:00:00Z,100,46.5,23.9,0.8,0.8,0
2016-10-21T11:00:00Z,100,45.9,23.2,0.7,0.7,0
2016-10-21T12:00:00Z,99,45.7,22.5,0.4,0.4,0
2016-10-21T13:00:00Z,97,46.4,22.1,0.2,0.2,0
2016-10-21T14:00:00Z,84,47.5,23,0.1,0.1,0
2016-10-21T15:00:00Z,87,50,25.3,0,0,0
2016-10-21T16:00:00Z,100,52.9,26.4,0,0,0
2016-10-21T17:00:00Z,100,53.9,25.1,0,0,0
2016-10-21T18:00:00Z,100,53.1,24,0,0,0
2016-10-21T19:00:00Z,90,53.2,23.2,0,0,0
2016-10-21T20:00:00Z,75,52.9,22.8,0,0,0
2016-10-21T21:00:00Z,85,51.5,18.6,0,0,0
2016-10-21T22:00:00Z,93,50.4,18.5,0,0,0
2016-10-21T23:00:00Z,92,49.8,18.1,0,0,0
2016-10-22T00:00:00Z,92,49.2,16.4,0,0,0
2016-10-22T01:00:00Z,98,48.3,13.7,0,0,0
2016-10-22T02:00:00Z,91,47.1,12,0,0,0
2016-10-22T03:00:00Z,81,45.8,11.1,0,0,0
2016-10-22T04:00:00Z,80,44.6,10.8,0,0,0
2016-10-22T05:00:00Z,70,43.6,10.9,0,0,0
2016-10-22T06:00:00Z,43,44.5,10.8,0,0,0
2016-10-22T07:00:00Z,16,43.8,9.9,0,0,0
2016-10-22T08:00:00Z,14,42.2,10.7,0,0,0
2016-10-22T09:00:00Z,53,41.5,11.7,0,0,0
2016-10-22T10:00:00Z,26,40.4,13,0,0,0
2016-10-22T11:00:00Z,18,39.6,12.7,0,0,0
2016-10-22T12:00:00Z,19,40.6,13.7,0,0,0
2016-10-22T13:00:00Z,17,43.4,16.3,0,0,0
2016-10-22T14:00:00Z,57,46,20.3,0,0,0
2016-10-22T15:00:00Z,84,47.6,21,0,0,0
2016-10-22T16:00:00Z,100,49,21.1,0,0,0
2016-10-22T17:00:00Z,98,50.2,22,0,0,0
2016-10-22T18:00:00Z,99,51.1,22.5,0,0,0
2016-10-22T19:00:00Z,86,52,22.6,0,0,0
2016-10-22T20:00:00Z,86,53.3,21.3,0,0,0
2016-10-22T21:00:00Z,7,53.2,14,0,0,0
2016-10-22T22:00:00Z,13,50.2,8.3,0,0,0
2016-10-22T23:00:00Z,22,48.1,8.8,0,0,0
2016-10-23T00:00:00Z,31,47.4,11.5,0,0,0
2016-10-23T01:00:00Z,69,47.3,12.9,0,0,0
2016-10-23T02:00:00Z,92,48.6,13.9,0,0,0
2016-10-23T03:00:00Z,90,49.6,13.7,0,0,0
2016-10-23T04:00:00Z,69,50,14.9,0,0,0
2016-10-23T05:00:00Z,38,49.9,16.8,0,0,0
2016-10-23T06:00:00Z,25,49.3,18.4,0,0,0
2016-10-23T07:00:00Z,27,48.6,18.8,0,0,0
2016-10-23T08:00:00Z,16,48.6,18.2,0,0,0
2016-10-23T09:00:00Z,2,47.7,16.4,0,0,0
2016-10-23T10:00:00Z,0,46.7,14,0,0,0
2016-10-23T11:00:00Z,0,45.8,13.7,0,0,0
2016-10-23T12:00:00Z,0,46.8,14.7,0,0,0
2016-10-23T13:00:00Z,0,50.4,14,0,0,0
2016-10-23T14:00:00Z,0,54.1,14.5,0,0,0
2016-10-23T15:00:00Z,0,57.4,15.6,0,0,0
2016-10-23T16:00:00Z,0,60.5,17.6,0,0,0
2016-10-23T17:00:00Z,0,63.1,19.5,0,0,0
2016-10-23T18:00:00Z,54,66,21.4,0,0,0
2016-10-23T19:00:00Z,92,67.3,22.9,0,0,0
2016-10-23T20:00:00Z,37,67.8,22.7,0,0,0
2016-10-23T21:00:00Z,1,66.7,20.9,0,0,0
2016-10-23T22:00:00Z,6,65.3,24.7,0,0,0
2016-10-23T23:00:00Z,31,65,28.8,0,0,0
2016-10-24T00:00:00Z,13,64.5,29.7,0,0,0
2016-10-24T01:00:00Z,11,63.5,28.5,0,0,0
2016-10-24T02:00:00Z,10,61.9,24.6,0,0,0
2016-10-24T03:00:00Z,1,59.3,19.7,0,0,0
2016-10-24T04:00:00Z,1,56.7,15.3,0,0,0
2016-10-24T05:00:00Z,0,55.1,13.1,0,0,0
2016-10-24T06:00:00Z,0,52.2,13.2,0,0,0
2016-10-24T07:00:00Z,0,50.7,14.6,0,0,0
2016-10-24T08:00:00Z,0,49.3,14.7,0,0,0
2016-10-24T09:00:00Z,1,48.1,13.8,0,0,0
2016-10-24T10:00:00Z,1,46.9,10.8,0,0,0
2016-10-24T11:00:00Z,4,46.2,9.7,0,0,0
2016-10-24T12:00:00Z,12,46.7,12,0,0,0
2016-10-24T13:00:00Z,20,49,14.6,0,0,0
2016-10-24T14:00:00Z,87,50.8,20.5,0,0,0
2016-10-24T15:00:00Z,83,52.2,20.7,0,0,0
2016-10-24T16:00:00Z,41,53.7,20.9,0,0,0
2016-10-24T17:00:00Z,42,55,21.7,0,0,0
2016-10-24T18:00:00Z,13,55.9,21.1,0,0,0
2016-10-24T19:00:00Z,9,55.9,19.1,0,0,0
2016-10-24T20:00:00Z,0,55.6,16.9,0,0,0
2016-10-24T21:00:00Z,0,54.2,6.9,0,0,0
2016-10-24T22:00:00Z,0,51.6,7.6,0,0,0
2016-10-24T23:00:00Z,0,49.3,8.2,0,0,0
2016-10-25T00:00:00Z,0,46.8,7.8,0,0,0
2016-10-25T01:00:00Z,0,45.1,7.9,0,0,0
2016-10-25T02:00:00Z,0,44.3,7.9,0,0,0
2016-10-25T03:00:00Z,0,43.9,9,0,0,0
2016-10-25T04:00:00Z,0,43.2,9.8,0,0,0
2016-10-25T05:00:00Z,0,42.5,10,0,0,0
2016-10-25T06:00:00Z,0,40.8,10.4,0,0,0
2016-10-25T07:00:00Z,0,40.1,10.1,0,0,0
2016-10-25T08:00:00Z,0,39.4,9.4,0,0,0
2016-10-25T09:00:00Z,0,38.6,7,0,0,0
2016-10-25T10:00:00Z,0,37.9,6.1,0,0,0
2016-10-25T11:00:00Z,6,37,6.5,0,0,0
2016-10-25T12:00:00Z,84,38.1,8,0,0,0
2016-10-25T13:00:00Z,93,43.7,5.8,0,0,0
2016-10-25T14:00:00Z,86,46.4,6.6,0,0,0
2016-10-25T15:00:00Z,87,48.5,6.2,0,0,0
2016-10-25T16:00:00Z,99,50.2,5.8,0,0,0
2016-10-25T17:00:00Z,66,51.4,5.7,0,0,0
2016-10-25T18:00:00Z,86,52.6,6.7,0,0,0
2016-10-25T19:00:00Z,100,52.8,7.3,0,0,0
2016-10-25T20:00:00Z,100,52.3,7.8,0,0,0
2016-10-25T21:00:00Z,99,51.1,4.2,0,0,0
2016-10-25T22:00:00Z,100,49.3,6.2,0,0,0
2016-10-25T23:00:00Z,71,48.4,8,0,0,0
2016-10-26T00:00:00Z,51,47.1,9.7,0,0,0
2016-10-26T01:00:00Z,58,46.4,9,0,0,0
2016-10-26T02:00:00Z,70,45.8,8.3,0,0,0
2016-10-26T03:00:00Z,91,45.2,8.9,0,0,0
2016-10-26T04:00:00Z,89,43.9,9.2,0,0,0
2016-10-26T05:00:00Z,95,42.8,7.9,0,0,0
2016-10-26T06:00:00Z,97,42.7,9.2,0,0,0
2016-10-26T07:00:00Z,100,41.9,9.8,0,0,0
2016-10-26T08:00:00Z,99,41.2,10.2,0,0,0
2016-10-26T09:00:00Z,100,42.2,12.1,0,0,0
2016-10-26T10:00:00Z,100,42.6,14,0,0,0
2016-10-26T11:00:00Z,100,43,14.5,0,0,0
2016-10-26T12:00:00Z,100,43.8,14.4,0,0,0
2016-10-26T13:00:00Z,100,43.4,13.4,0.5,0.5,0
2016-10-26T14:00:00Z,100,43.3,17.7,0.8,0.8,0
2016-10-26T15:00:00Z,100,43.4,19.4,0.7,0.7,0
2016-10-26T16:00:00Z,100,43.9,22.1,0.3,0.3,0
2016-10-26T17:00:00Z,100,44.5,23.1,0,0,0
2016-10-26T18:00:00Z,100,44.2,21,0.2,0.2,0
2016-10-26T19:00:00Z,100,45.7,20.8,0,0,0
2016-10-26T20:00:00Z,100,45.7,22.1,0,0,0
2016-10-26T21:00:00Z,100,45.5,20.1,0,0,0
2016-10-26T22:00:00Z,100,45.3,19.1,0,0,0
2016-10-26T23:00:00Z,100,45.5,19.4,0,0,0
2016-10-27T00:00:00Z,100,45.5,18.5,0.1,0.1,0
2016-10-27T01:00:00Z,100,45.4,14.6,0.2,0.2,0
2016-10-27T02:00:00Z,100,45.7,13.4,0,0,0
2016-10-27T03:00:00Z,100,46.1,14.5,0,0,0
2016-10-27T04:00:00Z,100,46.5,12.7,0,0,0
2016-10-27T05:00:00Z,100,47,12.2,0.3,0.3,0
2016-10-27T06:00:00Z,100,46.6,11.3,0.4,0.4,0
2016-10-27T07:00:00Z,100,47.6,10.7,0.2,0.2,0
2016-10-27T08:00:00Z,100,49.5,14.9,0.3,0.3,0
2016-10-27T09:00:00Z,100,51.5,18.5,0.2,0.2,0
2016-10-27T10:00:00Z,100,52.8,21.3,0,0,0
2016-10-27T11:00:00Z,100,52.9,23,0,0,0
2016-10-27T12:00:00Z,100,51.3,22.8,0,0,0
2016-10-27T13:00:00Z,100,49.3,22.7,0,0,0
2016-10-27T14:00:00Z,100,48,26.1,0,0,0
2016-10-27T15:00:00Z,100,47.7,26.2,0,0,0
2016-10-27T16:00:00Z,100,48.1,25.6,0,0,0
2016-10-27T17:00:00Z,100,48.4,24.2,0,0,0
2016-10-27T18:00:00Z,100,47.5,23,0,0,0
2016-10-27T19:00:00Z,100,47.7,20.9,0,0,0
2016-10-27T20:00:00Z,100,47.4,19.7,0,0,0
2016-10-27T21:00:00Z,100,46.8,15.9,0,0,0
2016-10-27T22:00:00Z,99,46.4,11.9,0,0,0
2016-10-27T23:00:00Z,99,46,11,0,0,0
2016-10-28T00:00:00Z,98,45.7,11,0,0,0
2016-10-28T01:00:00Z,99,45.3,10.8,0,0,0
2016-10-28T02:00:00Z,99,45.2,10.2,0,0,0
2016-10-28T03:00:00Z,99,44.9,8.9,0,0,0
2016-10-28T04:00:00Z,98,44.5,7.3,0,0,0
2016-10-28T05:00:00Z,97,44.3,6.3,0,0,0
2016-10-28T06:00:00Z,92,44.6,4.7,0,0,0
2016-10-28T07:00:00Z,83,43.8,3.3,0,0,0
2016-10-28T08:00:00Z,71,42.6,4.8,0,0,0
2016-10-28T09:00:00Z,84,41.8,4,0,0,0
2016-10-28T10:00:00Z,53,41.1,3.6,0,0,0
2016-10-28T11:00:00Z,36,40.2,4.7,0,0,0
2016-10-28T12:00:00Z,75,41.2,7.5,0,0,0
2016-10-28T13:00:00Z,40,46.1,8.2,0,0,0
2016-10-28T14:00:00Z,12,48.2,10.1,0,0,0
2016-10-28T15:00:00Z,4,50.3,12.2,0,0,0
2016-10-28T16:00:00Z,0,52.3,13.7,0,0,0
2016-10-28T17:00:00Z,46,54.7,14.9,0,0,0
2016-10-28T18:00:00Z,100,56.7,16.1,0,0,0
2016-10-28T19:00:00Z,100,57.9,16.2,0,0,0
2016-10-28T20:00:00Z,99,58.3,15.5,0,0,0
2016-10-28T21:00:00Z,99,57.2,11.9,0,0,0
2016-10-28T22:00:00Z,100,54.6,14.1,0,0,0
2016-10-28T23:00:00Z,99,53.9,16.6,0,0,0
2016-10-29T00:00:00Z,66,54,19.2,0,0,0
2016-10-29T01:00:00Z,100,54,20.8,0,0,0
2016-10-29T02:00:00Z,20,54.5,22,0,0,0
2016-10-29T03:00:00Z,97,55.2,23,0,0,0
2016-10-29T04:00:00Z,100,56.1,24.5,0,0,0
2016-10-29T05:00:00Z,93,56.7,25.2,0,0,0
2016-10-29T06:00:00Z,66,57.2,25.1,0,0,0
2016-10-29T07:00:00Z,72,57.8,25.3,0,0,0
2016-10-29T08:00:00Z,98,58.4,25.5,0,0,0
2016-10-29T09:00:00Z,51,59.1,26.1,0,0,0
2016-10-29T10:00:00Z,57,59.6,25.5,0,0,0
2016-10-29T11:00:00Z,98,60.3,25,0,0,0
2016-10-29T12:00:00Z,90,61.7,25.3,0,0,0
2016-10-29T13:00:00Z,90,64,22.9,0,0,0
2016-10-29T14:00:00Z,96,66.4,26,0,0,0
2016-10-29T15:00:00Z,100,68.6,28.4,0,0,0
2016-10-29T16:00:00Z,98,69.5,28.8,0,0,0
2016-10-29T17:00:00Z,100,71.4,27.9,0,0,0
2016-10-29T18:00:00Z,99,72.7,26.9,0,0,0
2016-10-29T19:00:00Z,100,72.3,22.7,0,0,0
2016-10-29T20:00:00Z,99,71.8,20,0,0,0
2016-10-29T21:00:00Z,98,70.8,15.8,0,0,0
2016-10-29T22:00:00Z,99,69.2,12.8,0,0,0
2016-10-29T23:00:00Z,100,67.9,11.4,0,0,0
2016-10-30T00:00:00Z,100,66.7,10,0,0,0
2016-10-30T01:00:00Z,100,65.9,7.6,0,0,0
2016-10-30T02:00:00Z,100,65,6.1,0,0,0
2016-10-30T03:00:00Z,100,64,5.5,0,0,0
2016-10-30T04:00:00Z,100,63.7,5.2,0,0,0
2016-10-30T05:00:00Z,100,62.9,7,0,0,0
2016-10-30T06:00:00Z,100,62.4,9.2,0,0,0
2016-10-30T07:00:00Z,98,62,11.1,0,0,0
2016-10-30T08:00:00Z,79,61.3,10.1,0.6,0.6,0
2016-10-30T09:00:00Z,63,59.6,5.4,1.3,1.3,0
2016-10-30T10:00:00Z,65,57.8,5.3,0.3,0.3,0
2016-10-30T11:00:00Z,74,55.5,9.8,0.5,0.5,0
2016-10-30T12:00:00Z,99,52.9,20.2,1.1,1.1,0
2016-10-30T13:00:00Z,100,52,22.3,0.7,0.7,0
2016-10-30T14:00:00Z,99,51.8,18.5,2.1,2.1,0
2016-10-30T15:00:00Z,99,51.5,16,1.7,1.7,0
2016-10-30T16:00:00Z,94,52.3,14.3,0.2,0.2,0
2016-10-30T17:00:00Z,100,53.8,14.1,0,0,0
2016-10-30T18:00:00Z,100,54.3,14.4,0.1,0.1,0
2016-10-30T19:00:00Z,99,54.1,15.1,0,0,0
2016-10-30T20:00:00Z,100,53.7,16.2,0,0,0
2016-10-30T21:00:00Z,100,52.8,14.4,0,0,0
2016-10-30T22:00:00Z,99,51.9,14,0,0,0
2016-10-30T23:00:00Z,99,50.9,14.8,0,0,0
2016-10-31T00:00:00Z,99,50,15,0,0,0
2016-10-31T01:00:00Z,96,49,13.7,0,0,0
2016-10-31T02:00:00Z,92,48.2,12.1,0,0,0
2016-10-31T03:00:00Z,100,47.5,11.8,0,0,0
2016-10-31T04:00:00Z,100,46.8,11.5,0,0,0
2016-10-31T05:00:00Z,100,46.5,12,0,0,0
2016-10-31T06:00:00Z,100,46.5,12.2,0,0,0
2016-10-31T07:00:00Z,100,46.5,12.2,0,0,0
2016-10-31T08:00:00Z,100,46.1,11.7,0,0,0
2016-10-31T09:00:00Z,100,45.9,8.5,0,0,0
