Semester,Semester_Week,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA,Occupancy,Day_of_Week,Hour_of_Day,Course_Level,Expected_Graduation_Yr,Underclassman,Group_Size,Group_Check_In,Total_Visits
Fall 2016,12,FEMALE,13,3.75,142,2.4,1.35,6,Wed,9,Introductory,2018,0,1,0,59
Fall 2016,12,FEMALE,12,3,131,2.972,0.028,7,Wed,9,Advanced,2018,0,1,0,5
Fall 2016,12,MALE,17,2.812,136,2.63,0.182,8,Wed,10,Introductory,2019,0,1,0,24
Fall 2016,12,FEMALE,17,2.529,133,2.879,-0.35,8,Wed,10,Intermediate,2018,0,1,0,43
Fall 2016,12,MALE,13,2.076,133,3.039,-0.963,9,Wed,10,Introductory,2020,0,1,0,68
Fall 2016,12,MALE,16,3.692,122,3.33,0.362,6,Wed,11,Introductory,2020,0,2,1,19
Fall 2016,12,MALE,17,2.882,126,2.85,0.032,7,Wed,11,Introductory,2020,0,2,1,23
Fall 2016,12,MALE,12,2.25,136,2.72,-0.47,8,Wed,11,Introductory,2020,0,1,0,44
Fall 2016,12,MALE,14,2.181,132,3.2,-1.019,9,Wed,11,Advanced,2020,0,1,0,2
Fall 2016,12,FEMALE,16,3.437,122,4,-0.563,10,Wed,11,Introductory,2021,0,1,0,20
Fall 2016,12,MALE,14,1.538,85,2.042,-0.504,11,Wed,11,Introductory,2017,0,1,0,6
Fall 2016,12,MALE,17,3.571,133,2.978,0.593,5,Wed,12,Introductory,2018,0,1,0,20
Fall 2016,12,FEMALE,12,3,130,3.15,-0.15,6,Wed,12,Intermediate,2018,0,1,0,19
Fall 2016,12,FEMALE,12,2.222,125,2.653,-0.431,5,Wed,12,Introductory,2020,0,1,0,34
Fall 2016,12,MALE,18,3.833,138,3.174,0.659,6,Wed,12,Introductory,2018,0,1,0,16
Fall 2016,12,FEMALE,13,3.75,142,2.4,1.35,7,Wed,12,Introductory,2018,0,1,0,59
Fall 2016,12,MALE,16,3.8,139,3.593,0.207,8,Wed,12,Introductory,2020,0,1,0,36
Fall 2016,12,FEMALE,20,3.058,146,3.44,-0.382,7,Wed,13,Intermediate,2020,0,1,0,28
Fall 2016,12,MALE,19,3.625,126,3.494,0.131,8,Wed,13,Introductory,2018,0,1,0,42
Fall 2016,12,MALE,15,2.8,132,2.658,0.142,9,Wed,13,Intermediate,2017,0,1,0,31
Fall 2016,12,MALE,13,1.25,105,1.975,-0.725,10,Wed,13,Introductory,2021,0,1,0,4
Fall 2016,12,FEMALE,9,2.666,25,2.772,-0.106,5,Wed,14,Intermediate,2017,1,2,1,7
Fall 2016,12,MALE,13,3.769,128,3.588,0.181,6,Wed,14,Introductory,2020,0,2,1,64
Fall 2016,12,MALE,16,2.714,132,2.681,0.033,6,Wed,14,Introductory,2019,0,1,0,45
Fall 2016,12,FEMALE,18,4,132,3.841,0.159,7,Wed,14,Intermediate,2018,0,1,0,18
Fall 2016,12,MALE,17,3,148,2.812,0.188,8,Wed,14,Introductory,2018,0,1,0,47
Fall 2016,12,MALE,18,3.333,130,3.02,0.313,9,Wed,14,Intermediate,2017,0,1,0,13
Fall 2016,12,MALE,15,2.428,111,2.678,-0.25,10,Wed,14,Introductory,2021,0,1,0,35
Fall 2016,12,FEMALE,12,3,169,2.726,0.274,11,Wed,14,Introductory,2018,0,1,0,25
Fall 2016,12,FEMALE,17,3.058,128,3.233,-0.175,12,Wed,14,Introductory,2021,0,1,0,18
Fall 2016,12,MALE,16,2.312,131,2.562,-0.25,13,Wed,14,Intermediate,2020,0,1,0,12
Fall 2016,12,MALE,14,3.142,158.19,3.106,0.036,13,Wed,15,Introductory,2018,0,3,1,26
Fall 2016,12,MALE,16,2.875,0,3.317,-0.442,14,Wed,15,Introductory,2018,0,3,1,49
Fall 2016,12,MALE,16,2.687,138,3.022,-0.335,15,Wed,15,Introductory,2018,0,3,1,62
Fall 2016,12,MALE,19,3.625,126,3.494,0.131,16,Wed,15,Introductory,2018,0,2,1,42
Fall 2016,12,MALE,15,2.6,125,2.524,0.076,17,Wed,15,Introductory,2019,0,2,1,32
Fall 2016,12,FEMALE,16,3.625,133,3.373,0.252,18,Wed,15,Introductory,2020,0,1,0,49
Fall 2016,12,MALE,14,3.2,131,2.955,0.245,17,Wed,15,Intermediate,2018,0,1,0,49
Fall 2016,12,MALE,14,2.785,131,3.149,-0.364,16,Wed,15,Introductory,2018,0,1,0,9
Fall 2016,12,MALE,15,3.666,123,3.57,0.096,14,Wed,16,Introductory,2020,0,1,0,60
Fall 2016,12,MALE,16,3.25,122,2.844,0.406,13,Wed,16,Introductory,2020,0,1,0,24
Fall 2016,12,MALE,16,3.769,107,3.619,0.15,14,Wed,16,Introductory,2021,0,1,0,45
Fall 2016,12,FEMALE,15,2,152,2.752,-0.752,15,Wed,16,Intermediate,2018,0,2,1,3
Fall 2016,12,FEMALE,19,3.769,125,3.775,-0.006,16,Wed,16,Introductory,2018,0,2,1,41
Fall 2016,12,FEMALE,15,3.8,123,3.866,-0.066,17,Wed,16,Introductory,2018,0,1,0,52
Fall 2016,12,FEMALE,13,2.666,55,2.076,0.59,17,Wed,16,Introductory,2018,1,1,0,1
Fall 2016,12,FEMALE,16,2.615,125,3.008,-0.393,18,Wed,16,Intermediate,2020,0,1,0,44
Fall 2016,12,FEMALE,16,3.375,124,3.403,-0.028,16,Wed,16,Introductory,2018,0,2,1,3
Fall 2016,12,MALE,18,4,143,3.722,0.278,17,Wed,16,Introductory,2018,0,2,1,65
Fall 2016,12,FEMALE,14,2.545,125,2.863,-0.318,18,Wed,16,Introductory,2018,0,1,0,27
Fall 2016,12,MALE,12,3.333,203,3.736,-0.403,19,Wed,16,Introductory,2017,0,1,0,31
Fall 2016,12,FEMALE,19,4,128,3.512,0.488,19,Wed,16,Introductory,2020,0,1,0,4
Fall 2016,12,FEMALE,19,3,58,2.678,0.322,20,Wed,16,Introductory,2018,1,1,0,5
Fall 2016,12,FEMALE,15,4,125,3.663,0.337,20,Wed,16,Advanced,2018,0,1,0,1
Fall 2016,12,MALE,14,2.357,116,2.336,0.021,21,Wed,17,Advanced,2021,0,1,0,6
Fall 2016,12,MALE,15,3.2,133,2.629,0.571,19,Wed,17,Introductory,2019,0,1,0,3
Fall 2016,12,MALE,14,2.428,145,2.717,-0.289,20,Wed,17,Introductory,2020,0,1,0,12
Fall 2016,12,FEMALE,18,3.083,119,2.284,0.799,21,Wed,17,Introductory,2020,0,1,0,5
Fall 2016,12,FEMALE,14,2.5,135,2.405,0.095,22,Wed,17,Intermediate,2018,0,1,0,2
Fall 2016,12,FEMALE,21,3.388,122,3.553,-0.165,19,Wed,17,Advanced,2017,0,2,1,6
Fall 2016,12,FEMALE,16,2.437,84,2.783,-0.346,20,Wed,17,Advanced,2018,0,2,1,3
Fall 2016,12,FEMALE,15,3.533,130,3.734,-0.201,20,Wed,17,Advanced,2018,0,1,0,25
Fall 2016,12,FEMALE,16,3.461,67,3.633,-0.172,20,Wed,17,Advanced,2017,0,1,0,16
Fall 2016,12,FEMALE,14,2.769,135,3.701,-0.932,21,Wed,17,Advanced,2017,0,1,0,5
Fall 2016,12,FEMALE,18,2.285,139,2.019,0.266,19,Wed,17,Introductory,2019,0,1,0,15
Fall 2016,12,MALE,9,4,134,3.175,0.825,20,Wed,17,Introductory,2020,0,1,0,30
Fall 2016,12,MALE,19,2.111,111,2.64,-0.529,21,Wed,17,Introductory,2021,0,1,0,8
Fall 2016,12,MALE,13,3.076,56,3.046,0.03,21,Wed,17,Introductory,2017,1,1,0,11
Fall 2016,12,MALE,15,2.25,129,3.039,-0.789,21,Wed,17,Introductory,2020,0,1,0,51
Fall 2016,12,FEMALE,20,2.692,131,3.208,-0.516,20,Wed,18,Introductory,2018,0,1,0,13
Fall 2016,12,FEMALE,14,4,176,3.625,0.375,20,Wed,18,Introductory,2020,0,1,0,30
Fall 2016,12,MALE,6,4,134,3.423,0.577,19,Wed,18,Intermediate,2017,0,1,0,11
Fall 2016,12,FEMALE,15,4,125,3.446,0.554,18,Wed,18,Advanced,2018,0,1,0,10
Fall 2016,12,FEMALE,18,3.444,134,2.975,0.469,16,Wed,18,Advanced,2019,0,1,0,6
Fall 2016,12,FEMALE,13,3,152,3.377,-0.377,17,Wed,18,Advanced,2018,0,1,0,11
Fall 2016,12,FEMALE,15,3.466,124,3.38,0.086,14,Wed,18,Introductory,2018,0,1,0,10
Fall 2016,12,MALE,12,2.75,141,2.601,0.149,14,Wed,18,Introductory,2018,0,1,0,22
Fall 2016,12,MALE,15,2.25,132,2.67,-0.42,14,Wed,18,Introductory,2019,0,1,0,6
Fall 2016,12,FEMALE,16,3.769,129,3.577,0.192,10,Wed,19,Introductory,2020,0,1,0,30
Fall 2016,12,FEMALE,14,2.5,135,2.405,0.095,11,Wed,19,Intermediate,2018,0,1,0,2
Fall 2016,12,MALE,16,3.437,123,2.991,0.446,12,Wed,19,Introductory,2019,0,1,0,36
Fall 2016,12,MALE,10,2.7,130,3.192,-0.492,13,Wed,19,Advanced,2018,0,3,1,20
Fall 2016,12,MALE,20,3.5,123,3.475,0.025,14,Wed,19,Advanced,2018,0,3,1,13
Fall 2016,12,FEMALE,16,3.25,123,3.551,-0.301,15,Wed,19,Introductory,2020,0,3,1,33
Fall 2016,12,MALE,13,3.461,128,3.6,-0.139,16,Wed,19,Intermediate,2018,0,1,0,4
Fall 2016,12,MALE,14,3.142,158.19,3.106,0.036,17,Wed,19,Introductory,2018,0,1,0,26
Fall 2016,12,FEMALE,15,3.666,133,3.712,-0.046,18,Wed,19,Introductory,2018,0,1,0,19
Fall 2016,12,FEMALE,12,2.5,146,2.166,0.334,18,Wed,19,Advanced,2018,0,2,1,13
Fall 2016,12,MALE,19,3.6,175,3.042,0.558,19,Wed,19,Intermediate,2018,0,2,1,1
Fall 2016,12,MALE,13,3.23,125,3.184,0.046,16,Wed,19,Intermediate,2018,0,1,0,2
Fall 2016,12,MALE,15,2.428,111,2.678,-0.25,17,Wed,19,Introductory,2021,0,1,0,35
Fall 2016,12,FEMALE,14,4,143,3.693,0.307,17,Wed,20,Introductory,2017,0,1,0,6
Fall 2016,12,FEMALE,18,3.666,177,3.588,0.078,12,Wed,20,Intermediate,2018,0,1,0,2
Fall 2016,12,MALE,14,2.785,131,3.149,-0.364,9,Wed,20,Introductory,2018,0,1,0,9
Fall 2016,12,MALE,18,3.166,152,2.64,0.526,8,Wed,20,Intermediate,2018,0,1,0,15
Fall 2016,12,MALE,17,3.647,132,3.769,-0.122,1,Thu,8,Introductory,2020,0,1,0,30
Fall 2016,12,FEMALE,16,4,142,3.975,0.025,2,Thu,8,Introductory,2020,0,1,0,11
Fall 2016,12,MALE,16,3.538,129,3.576,-0.038,3,Thu,9,Introductory,2020,0,1,0,27
Fall 2016,12,FEMALE,13,3.769,6,4,-0.231,1,Thu,9,Introductory,2021,0,1,0,4
Fall 2016,12,FEMALE,13,3.307,150,3.66,-0.353,2,Thu,9,Introductory,2018,0,1,0,14
Fall 2016,12,FEMALE,16,2.875,28,2.788,0.087,3,Thu,9,Introductory,2018,0,1,0,11
Fall 2016,12,MALE,16,3.769,125,4,-0.231,4,Thu,10,Introductory,2021,0,1,0,42
Fall 2016,12,MALE,17,2.882,126,2.319,0.563,5,Thu,10,Intermediate,2021,0,1,0,21
Fall 2016,12,FEMALE,13,3.538,128,3.806,-0.268,6,Thu,10,Introductory,2020,0,1,0,12
Fall 2016,12,MALE,16,4,134,3.5,0.5,7,Thu,10,Intermediate,2020,0,1,0,20
Fall 2016,12,MALE,18,3.333,130,3.02,0.313,7,Thu,10,Intermediate,2017,0,1,0,13
Fall 2016,12,FEMALE,15,3.6,33,3.363,0.237,7,Thu,11,Advanced,2017,0,1,0,8
Fall 2016,12,MALE,11,3.4,126,3.483,-0.083,8,Thu,11,Advanced,2018,0,3,1,10
Fall 2016,12,MALE,12,2.25,157,2.801,-0.551,9,Thu,11,Introductory,2018,0,3,1,1
Fall 2016,12,FEMALE,14,3.625,144,3.61,0.015,10,Thu,11,Advanced,2018,0,3,1,13
Fall 2016,12,FEMALE,17,2.272,122,2.618,-0.346,10,Thu,11,Intermediate,2018,0,1,0,2
Fall 2016,12,MALE,18,3.666,159,3.736,-0.07,11,Thu,11,Intermediate,2019,0,1,0,71
Fall 2016,12,MALE,11,3.454,128,3.107,0.347,12,Thu,11,Advanced,2018,0,2,1,4
Fall 2016,12,FEMALE,15,3.6,129,3.45,0.15,13,Thu,11,Intermediate,2018,0,2,1,20
Fall 2016,12,FEMALE,18,3.666,134,3.911,-0.245,13,Thu,11,Introductory,2018,0,1,0,26
Fall 2016,12,MALE,8,2.666,123,2.619,0.047,13,Thu,11,Intermediate,2018,0,2,1,5
Fall 2016,12,MALE,13,2.5,74,2.393,0.107,14,Thu,11,Intermediate,2017,0,2,1,12
Fall 2016,12,MALE,15,3.666,123,3.57,0.096,15,Thu,11,Other,2020,0,1,0,60
Fall 2016,12,FEMALE,18,4,13,4,0,16,Thu,12,Introductory,2019,1,1,0,7
Fall 2016,12,MALE,13,2.076,133,3.039,-0.963,17,Thu,12,Intermediate,2020,0,1,0,68
Fall 2016,12,FEMALE,16,3.812,126,3.135,0.677,18,Thu,12,Introductory,2020,0,1,0,20
Fall 2016,12,MALE,16,3.437,123,2.991,0.446,17,Thu,12,Intermediate,2019,0,1,0,36
Fall 2016,12,MALE,16,3.769,107,3.619,0.15,17,Thu,12,Introductory,2021,0,1,0,45
Fall 2016,12,MALE,17,3.823,124,3.321,0.502,12,Thu,12,Other,2020,0,1,0,77
Fall 2016,12,FEMALE,24,3.4,153,3.431,-0.031,13,Thu,12,Introductory,2020,0,1,0,83
Fall 2016,12,FEMALE,14,2.928,146,2.892,0.036,13,Thu,12,Intermediate,2020,0,1,0,5
Fall 2016,12,FEMALE,13,3.307,165,3.579,-0.272,14,Thu,13,Introductory,2018,0,1,0,10
Fall 2016,12,MALE,17,2.117,166,2.744,-0.627,15,Thu,13,Advanced,2017,0,1,0,1
Fall 2016,12,MALE,19,3.769,122,2.964,0.805,15,Thu,13,Introductory,2020,0,1,0,10
Fall 2016,12,FEMALE,15,3.2,125,3.341,-0.141,16,Thu,13,Introductory,2018,0,1,0,33
Fall 2016,12,MALE,12,2.666,133,2.636,0.03,16,Thu,13,Introductory,2018,0,3,1,17
Fall 2016,12,MALE,3,0,136,3.186,-3.186,17,Thu,13,Introductory,2018,0,3,1,35
Fall 2016,12,FEMALE,16,2.875,134,3.178,-0.303,18,Thu,13,Introductory,2018,0,3,1,23
Fall 2016,12,FEMALE,16,3.076,124,3.547,-0.471,19,Thu,13,Introductory,2018,0,1,0,23
Fall 2016,12,MALE,15,4,147,3.93,0.07,19,Thu,13,Introductory,2019,0,1,0,34
Fall 2016,12,FEMALE,12,2.222,125,2.653,-0.431,20,Thu,13,Introductory,2020,0,1,0,34
Fall 2016,12,MALE,16,3.812,123,3.285,0.527,18,Thu,13,Introductory,2020,0,1,0,20
Fall 2016,12,FEMALE,16,3.307,122,3.551,-0.244,18,Thu,13,Other,2020,0,1,0,4
Fall 2016,12,MALE,16,2.769,125,3.02,-0.251,19,Thu,14,Introductory,2019,0,1,0,9
Fall 2016,12,FEMALE,19,4,122,3.77,0.23,19,Thu,14,Introductory,2018,0,1,0,6
Fall 2016,12,MALE,13,2.846,15,2.65,0.196,20,Thu,14,Advanced,2018,0,2,1,32
Fall 2016,12,MALE,16,2.812,122,3.009,-0.197,21,Thu,14,Introductory,2020,0,2,1,8
Fall 2016,12,FEMALE,13,3.75,142,2.4,1.35,21,Thu,14,Introductory,2018,0,1,0,59
Fall 2016,12,FEMALE,16,3.769,129,3.577,0.192,22,Thu,14,Introductory,2020,0,1,0,30
Fall 2016,12,MALE,14,2.666,148,2.434,0.232,20,Thu,14,Introductory,2020,0,1,0,2
Fall 2016,12,FEMALE,18,3.187,141,3.224,-0.037,19,Thu,14,Introductory,2020,0,1,0,28
Fall 2016,12,MALE,11,3.4,126,3.483,-0.083,20,Thu,14,Advanced,2018,0,1,0,10
Fall 2016,12,MALE,16,3.437,138,3.293,0.144,21,Thu,14,Introductory,2020,0,1,0,21
Fall 2016,12,FEMALE,13,3.538,128,3.806,-0.268,22,Thu,14,Introductory,2020,0,2,1,12
Fall 2016,12,FEMALE,19,3.307,122,3.5,-0.193,23,Thu,14,Introductory,2021,0,2,1,4
Fall 2016,12,FEMALE,17,2.529,133,2.879,-0.35,24,Thu,15,Other,2018,0,1,0,43
Fall 2016,12,MALE,13,2.23,134,2.616,-0.386,19,Thu,15,Advanced,2018,0,1,0,1
Fall 2016,12,MALE,15,2.8,132,2.658,0.142,20,Thu,15,Intermediate,2017,0,1,0,31
Fall 2016,12,FEMALE,18,2.166,125,2.379,-0.213,12,Thu,15,Intermediate,2017,0,1,0,2
Fall 2016,12,MALE,13,4,125,3.898,0.102,7,Thu,16,Advanced,2018,0,1,0,2
Fall 2016,12,MALE,11,3.4,126,3.483,-0.083,8,Thu,16,Advanced,2018,0,1,0,10
Fall 2016,12,MALE,15,0.8,130,1.921,-1.121,9,Thu,16,Introductory,2018,0,1,0,10
Fall 2016,12,FEMALE,15,3.6,33,3.363,0.237,7,Thu,16,Advanced,2017,0,1,0,8
Fall 2016,12,FEMALE,15,3.8,123,3.866,-0.066,8,Thu,16,Introductory,2018,0,1,0,52
Fall 2016,12,MALE,10,2.333,139,2.924,-0.591,9,Thu,16,Intermediate,2018,0,2,1,33
Fall 2016,12,MALE,15,2.6,125,2.524,0.076,10,Thu,16,Introductory,2019,0,2,1,32
Fall 2016,12,MALE,16,2.875,0,3.317,-0.442,11,Thu,17,Introductory,2018,0,2,1,49
Fall 2016,12,MALE,16,2.687,138,3.022,-0.335,12,Thu,17,Introductory,2018,0,2,1,62
Fall 2016,12,FEMALE,19,4,122,4,0,13,Thu,17,Introductory,2021,0,1,0,17
Fall 2016,12,MALE,13,3.769,128,3.588,0.181,13,Thu,17,Introductory,2020,0,1,0,64
Fall 2016,12,MALE,14,3.2,131,2.955,0.245,12,Thu,17,Intermediate,2018,0,1,0,49
Fall 2016,12,MALE,17,3.647,132,3.769,-0.122,13,Thu,17,Introductory,2020,0,1,0,30
Fall 2016,12,FEMALE,13,4,124,4,0,14,Thu,17,Introductory,2021,0,1,0,9
Fall 2016,12,FEMALE,15,3.2,125,3.341,-0.141,15,Thu,17,Introductory,2018,0,1,0,33
Fall 2016,12,MALE,15,4,144,3.377,0.623,10,Thu,18,Introductory,2018,0,1,0,5
Fall 2016,12,MALE,15,0.8,130,1.921,-1.121,10,Thu,18,Introductory,2018,0,1,0,10
Fall 2016,12,FEMALE,16,2.7,126,3.5,-0.8,11,Thu,18,Introductory,2020,0,1,0,4
Fall 2016,12,MALE,7,4,123,3.885,0.115,12,Thu,18,Intermediate,2018,0,1,0,4
Fall 2016,12,FEMALE,16,3.769,129,3.577,0.192,12,Thu,18,Introductory,2020,0,1,0,30
Fall 2016,12,MALE,13,3.307,144,2.796,0.511,8,Thu,18,Introductory,2018,0,1,0,28
Fall 2016,12,MALE,15,2.4,136,2.893,-0.493,8,Thu,18,Introductory,2019,0,1,0,22
Fall 2016,12,MALE,16,3.625,125,3.467,0.158,5,Thu,19,Introductory,2018,0,1,0,25
Fall 2016,12,FEMALE,16,2.769,144,2.854,-0.085,2,Thu,19,Introductory,2018,0,1,0,24
Fall 2016,12,FEMALE,15,2.6,150,3.02,-0.42,3,Thu,20,Introductory,2018,0,1,0,14
Fall 2016,12,FEMALE,20,3.588,148,3.471,0.117,4,Thu,20,Introductory,2021,0,1,0,40
Fall 2016,12,MALE,12,2.666,133,2.636,0.03,5,Thu,20,Introductory,2018,0,1,0,17
Fall 2016,12,FEMALE,16,4,131,3.865,0.135,1,Fri,12,Advanced,2018,0,1,0,7
Fall 2016,12,FEMALE,17,4,137,3.486,0.514,2,Fri,13,Introductory,2020,0,1,0,14
Fall 2016,12,FEMALE,12,3.166,125,2.947,0.219,3,Fri,13,Advanced,2018,0,1,0,18
Fall 2016,12,FEMALE,10,3.5,148,3.452,0.048,4,Fri,13,Introductory,2018,0,1,0,3
Fall 2016,12,FEMALE,16,2.769,144,2.854,-0.085,2,Fri,15,Introductory,2018,0,1,0,24
Fall 2016,12,MALE,15,2.6,125,2.524,0.076,3,Fri,15,Introductory,2019,0,1,0,32
Fall 2016,12,FEMALE,16,4,122,4,0,1,Sun,17,Advanced,2018,0,2,1,13
Fall 2016,12,MALE,14,3.428,124,3.027,0.401,2,Sun,17,Advanced,2018,0,2,1,6
Fall 2016,12,FEMALE,14,3.625,144,3.61,0.015,3,Sun,18,Advanced,2018,0,1,0,13
Fall 2016,12,FEMALE,17,3.705,122,3.657,0.048,4,Sun,18,Introductory,2020,0,1,0,11
Fall 2016,12,FEMALE,12,3.75,46,3.93,-0.18,5,Sun,18,Advanced,2019,1,1,0,4
Fall 2016,12,MALE,11,3.454,128,3.107,0.347,6,Sun,18,Advanced,2018,0,1,0,4
Fall 2016,12,MALE,13,2.846,15,2.65,0.196,7,Sun,18,Advanced,2018,0,2,1,32
Fall 2016,12,FEMALE,19,3.769,125,3.775,-0.006,8,Sun,18,Other,2018,0,2,1,41
Fall 2016,12,FEMALE,19,4,131,3.954,0.046,9,Sun,18,Advanced,2018,0,2,1,2
Fall 2016,12,FEMALE,15,4,31,3.285,0.715,10,Sun,18,Introductory,2017,1,2,1,1
Fall 2016,12,FEMALE,17,3.764,132,3.86,-0.096,11,Sun,18,Advanced,2018,0,1,0,7
Fall 2016,12,FEMALE,12,2.5,146,2.166,0.334,12,Sun,18,Advanced,2018,0,2,1,13
Fall 2016,12,FEMALE,14,2.928,151,3.322,-0.394,13,Sun,18,Advanced,2018,0,2,1,8
Fall 2016,12,FEMALE,16,2.928,146,3.47,-0.542,14,Sun,18,Advanced,2018,0,1,0,5
Fall 2016,12,MALE,7,4,123,3.885,0.115,15,Sun,18,Intermediate,2018,0,1,0,4
Fall 2016,12,MALE,12,3.333,203,3.736,-0.403,16,Sun,18,Introductory,2017,0,2,1,31
Fall 2016,12,FEMALE,16,3.687,133,3.76,-0.073,17,Sun,18,Introductory,2020,0,2,1,24
Fall 2016,12,FEMALE,14,3.357,123,3.676,-0.319,17,Sun,19,Intermediate,2018,0,2,1,21
Fall 2016,12,MALE,14,3,44,2.59,0.41,18,Sun,19,Introductory,2017,1,2,1,35
Fall 2016,12,MALE,18,2.588,37,2.565,0.023,19,Sun,19,Introductory,2017,1,1,0,3
Fall 2016,12,MALE,14,2.285,135,2.674,-0.389,20,Sun,19,Intermediate,2019,0,2,1,2
Fall 2016,12,MALE,13,3.076,56,3.046,0.03,21,Sun,19,Introductory,2017,1,2,1,11
Fall 2016,12,FEMALE,15,3,123,2.291,0.709,20,Sun,19,Introductory,2018,0,1,0,7
Fall 2016,12,MALE,18,4,143,3.722,0.278,13,Sun,20,Introductory,2018,0,1,0,65
Fall 2016,12,MALE,13,3,139,2.872,0.128,13,Sun,20,Intermediate,2020,0,2,1,16
Fall 2016,12,MALE,16,2.5,72,2.443,0.057,14,Sun,20,Intermediate,2017,0,2,1,10
Fall 2016,12,MALE,15,3.2,132,3.495,-0.295,13,Sun,20,Intermediate,2018,0,1,0,6
Fall 2016,13,MALE,12,3,133,3.266,-0.266,1,Mon,9,Introductory,2019,0,1,0,16
Fall 2016,13,MALE,17,4,31,4,0,2,Mon,9,Introductory,2017,1,1,0,41
Fall 2016,13,MALE,12,3.5,173,3.304,0.196,3,Mon,9,Introductory,2018,0,1,0,29
Fall 2016,13,MALE,14,1.928,122,3.02,-1.092,3,Mon,10,Introductory,2019,0,1,0,68
Fall 2016,13,MALE,15,3.4,128,3.442,-0.042,4,Mon,10,Advanced,2017,0,1,0,17
Fall 2016,13,MALE,9,4,134,3.175,0.825,4,Mon,10,Introductory,2020,0,1,0,30
Fall 2016,13,MALE,19,3.375,181,3.253,0.122,5,Mon,10,Introductory,2017,0,1,0,15
Fall 2016,13,MALE,12,2.25,136,2.72,-0.47,6,Mon,10,Introductory,2020,0,1,0,44
Fall 2016,13,MALE,13,1.769,148,2.072,-0.303,7,Mon,10,Introductory,2019,0,1,0,10
Fall 2016,13,FEMALE,10,2.75,135,3.084,-0.334,8,Mon,10,Advanced,2017,0,2,1,2
Fall 2016,13,MALE,12,4,129,3.814,0.186,9,Mon,10,Advanced,2017,0,2,1,2
Fall 2016,13,MALE,15,4,123,3.735,0.265,10,Mon,10,Intermediate,2018,0,1,0,18
Fall 2016,13,MALE,15,3.5,89,3.585,-0.085,10,Mon,11,Advanced,2018,0,1,0,12
Fall 2016,13,MALE,17,2.812,136,2.63,0.182,11,Mon,11,Introductory,2019,0,1,0,24
Fall 2016,13,FEMALE,13,3.23,35,3.068,0.162,11,Mon,11,Introductory,2017,1,1,0,10
Fall 2016,13,FEMALE,14,2.545,125,2.863,-0.318,11,Mon,11,Introductory,2018,0,1,0,27
Fall 2016,13,FEMALE,12,1.666,138,2.833,-1.167,12,Mon,11,Introductory,2020,0,1,0,19
Fall 2016,13,FEMALE,15,3.615,145,3.777,-0.162,9,Mon,11,Introductory,2021,0,1,0,10
Fall 2016,13,FEMALE,16,3.25,127,3.241,0.009,9,Mon,11,Advanced,2017,0,2,1,8
Fall 2016,13,MALE,16,2.714,132,2.681,0.033,10,Mon,11,Introductory,2019,0,2,1,45
Fall 2016,13,FEMALE,18,4,160,3.901,0.099,11,Mon,11,Introductory,2020,0,1,0,14
Fall 2016,13,MALE,15,3,119,3.105,-0.105,7,Mon,12,Introductory,2020,0,1,0,22
Fall 2016,13,FEMALE,24,3.4,153,3.431,-0.031,8,Mon,12,Intermediate,2020,0,1,0,83
Fall 2016,13,MALE,17,3.571,133,2.978,0.593,7,Mon,12,Introductory,2018,0,1,0,20
Fall 2016,13,MALE,16,3.833,136,3.593,0.24,8,Mon,12,Introductory,2019,0,1,0,9
Fall 2016,13,FEMALE,17,3.058,128,3.233,-0.175,9,Mon,12,Introductory,2021,0,1,0,18
Fall 2016,13,FEMALE,20,3.058,146,3.44,-0.382,10,Mon,12,Introductory,2020,0,1,0,28
Fall 2016,13,FEMALE,13,2.769,122,3.19,-0.421,11,Mon,13,Advanced,2019,0,1,0,8
Fall 2016,13,MALE,18,3.333,130,3.02,0.313,11,Mon,13,Intermediate,2017,0,1,0,13
Fall 2016,13,MALE,20,3,146,3.015,-0.015,10,Mon,13,Introductory,2019,0,1,0,13
Fall 2016,13,FEMALE,16,2.25,122,2.65,-0.4,11,Mon,13,Introductory,2018,0,1,0,1
Fall 2016,13,MALE,18,3.166,139,3.272,-0.106,10,Mon,13,Advanced,2017,0,1,0,6
Fall 2016,13,FEMALE,18,4,139,3.944,0.056,9,Mon,13,Introductory,2020,0,2,1,2
Fall 2016,13,FEMALE,18,2.928,49,3.071,-0.143,10,Mon,13,Introductory,2017,1,2,1,2
Fall 2016,13,MALE,13,1.769,133,2.311,-0.542,11,Mon,14,Intermediate,2018,0,1,0,46
Fall 2016,13,FEMALE,17,4,150,4,0,12,Mon,14,Introductory,2018,0,1,0,37
Fall 2016,13,MALE,17,2.882,126,2.319,0.563,11,Mon,14,Intermediate,2021,0,1,0,21
Fall 2016,13,MALE,12,2,159,2.712,-0.712,12,Mon,14,Introductory,2021,0,1,0,10
Fall 2016,13,MALE,15,3.4,128,3.442,-0.042,13,Mon,14,Advanced,2017,0,1,0,17
Fall 2016,13,MALE,13,2.769,139,2.573,0.196,14,Mon,14,Intermediate,2018,0,1,0,4
Fall 2016,13,MALE,14,2.181,132,3.2,-1.019,15,Mon,14,Advanced,2020,0,1,0,2
Fall 2016,13,MALE,13,3.769,128,3.588,0.181,16,Mon,14,Introductory,2020,0,1,0,64
