Semester,Semester_Week,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA,Occupancy,Day_of_Week,Hour_of_Day,Course_Level,Expected_Graduation_Yr,Underclassman,Group_Size,Group_Check_In,Total_Visits
Fall 2016,13,MALE,16,2.714,132,2.681,0.033,17,Mon,14,Introductory,2019,0,1,0,45
Fall 2016,13,FEMALE,12,1.666,138,2.833,-1.167,18,Mon,14,Introductory,2020,0,1,0,19
Fall 2016,13,FEMALE,15,4,163,3.858,0.142,14,Mon,14,Introductory,2018,0,1,0,16
Fall 2016,13,MALE,20,2.785,149,3.219,-0.434,14,Mon,14,Introductory,2020,0,1,0,14
Fall 2016,13,FEMALE,24,3.4,153,3.431,-0.031,15,Mon,15,Intermediate,2020,0,1,0,83
Fall 2016,13,FEMALE,16,2.615,125,3.008,-0.393,16,Mon,15,Intermediate,2020,0,1,0,44
Fall 2016,13,FEMALE,12,2.5,89,3.317,-0.817,17,Mon,15,Introductory,2017,0,2,1,49
Fall 2016,13,MALE,13,4,129,2.789,1.211,18,Mon,15,Introductory,2019,0,2,1,1
Fall 2016,13,FEMALE,19,3.842,145,3.933,-0.091,18,Mon,15,Introductory,2018,0,1,0,4
Fall 2016,13,MALE,16,2.875,0,3.317,-0.442,17,Mon,15,Introductory,2018,0,1,0,49
Fall 2016,13,FEMALE,15,4,163,3.858,0.142,14,Mon,15,Introductory,2018,0,1,0,16
Fall 2016,13,MALE,14,1.928,122,3.02,-1.092,14,Mon,16,Introductory,2019,0,1,0,68
Fall 2016,13,FEMALE,15,4,27,3.888,0.112,14,Mon,16,Intermediate,2021,0,1,0,9
Fall 2016,13,MALE,18,3.647,154,4,-0.353,15,Mon,16,Intermediate,2020,0,1,0,4
Fall 2016,13,MALE,16,3.076,123,3.117,-0.041,16,Mon,16,Introductory,2020,0,1,0,33
Fall 2016,13,FEMALE,16,3.375,145,3.755,-0.38,15,Mon,16,Introductory,2020,0,1,0,4
Fall 2016,13,MALE,18,4,143,3.722,0.278,12,Mon,16,Introductory,2018,0,1,0,65
Fall 2016,13,FEMALE,17,3.764,123,3.9,-0.136,13,Mon,16,Introductory,2018,0,1,0,21
Fall 2016,13,FEMALE,17,4,135,3.965,0.035,8,Mon,16,Intermediate,2018,0,1,0,13
Fall 2016,13,FEMALE,18,2.285,139,2.019,0.266,7,Mon,17,Introductory,2019,0,1,0,15
Fall 2016,13,FEMALE,16,3,101,3.275,-0.275,8,Mon,17,Introductory,2021,0,1,0,12
Fall 2016,13,MALE,18,4,169,3.976,0.024,9,Mon,17,Advanced,2017,0,1,0,7
Fall 2016,13,MALE,19,2.111,111,2.64,-0.529,9,Mon,17,Introductory,2021,0,1,0,8
Fall 2016,13,MALE,13,3.076,56,3.046,0.03,10,Mon,17,Introductory,2017,1,1,0,11
Fall 2016,13,FEMALE,0,0,145,3.36,-3.36,10,Mon,17,Intermediate,2018,0,1,0,5
Fall 2016,13,FEMALE,14,3,122,3,0,9,Mon,17,Intermediate,2020,0,1,0,19
Fall 2016,13,MALE,14,3.428,124,3.027,0.401,9,Mon,18,Advanced,2018,0,2,1,6
Fall 2016,13,FEMALE,16,3.25,47,3.136,0.114,10,Mon,18,Introductory,2017,1,2,1,11
Fall 2016,13,FEMALE,15,2.466,123,2.884,-0.418,11,Mon,18,Introductory,2020,0,1,0,14
Fall 2016,13,FEMALE,12,3.333,151,3.795,-0.462,12,Mon,18,Intermediate,2017,0,1,0,27
Fall 2016,13,FEMALE,20,3.944,199,3.925,0.019,12,Mon,18,Intermediate,2018,0,2,1,2
Fall 2016,13,FEMALE,18,3.312,148,3.489,-0.177,13,Mon,18,Intermediate,2018,0,2,1,3
Fall 2016,13,FEMALE,18,4,162,4,0,11,Mon,18,Introductory,2018,0,1,0,2
Fall 2016,13,MALE,15,2.25,129,3.039,-0.789,11,Mon,18,Introductory,2020,0,1,0,51
Fall 2016,13,FEMALE,12,2.333,170,2.705,-0.372,8,Mon,19,Introductory,2020,0,1,0,16
Fall 2016,13,FEMALE,12,2.5,146,2.166,0.334,5,Mon,19,Advanced,2018,0,1,0,13
Fall 2016,13,MALE,17,3.823,124,3.321,0.502,1,Tue,8,Intermediate,2020,0,1,0,77
Fall 2016,13,MALE,16,3.538,129,3.576,-0.038,1,Tue,9,Introductory,2020,0,2,1,27
Fall 2016,13,MALE,17,4,31,4,0,2,Tue,9,Introductory,2017,1,2,1,41
Fall 2016,13,FEMALE,15,3.533,130,3.734,-0.201,3,Tue,9,Advanced,2018,0,1,0,25
Fall 2016,13,MALE,17,3.823,124,3.321,0.502,4,Tue,9,Intermediate,2020,0,1,0,77
Fall 2016,13,MALE,12,3.5,173,3.304,0.196,5,Tue,9,Introductory,2018,0,1,0,29
Fall 2016,13,MALE,12,2.75,124,2.834,-0.084,6,Tue,9,Introductory,2020,0,1,0,3
Fall 2016,13,FEMALE,12,3,130,3.15,-0.15,7,Tue,10,Introductory,2018,0,3,1,19
Fall 2016,13,FEMALE,13,2.8,123,3.552,-0.752,8,Tue,10,Intermediate,2019,0,3,1,41
Fall 2016,13,FEMALE,9,1.5,140,2.37,-0.87,9,Tue,10,Introductory,2020,0,3,1,3
Fall 2016,13,MALE,19,3.307,150,3.1,0.207,10,Tue,10,Intermediate,2018,0,1,0,10
Fall 2016,13,MALE,14,3.2,131,2.955,0.245,11,Tue,10,Intermediate,2018,0,1,0,49
Fall 2016,13,FEMALE,16,3.769,128,3.672,0.097,11,Tue,10,Introductory,2020,0,1,0,4
Fall 2016,13,FEMALE,16,3.769,128,3.672,0.097,9,Tue,10,Advanced,2020,0,1,0,4
Fall 2016,13,MALE,18,3.666,159,3.736,-0.07,10,Tue,10,Intermediate,2019,0,1,0,71
Fall 2016,13,FEMALE,18,3.133,125,4,-0.867,8,Tue,11,Introductory,2021,0,1,0,47
Fall 2016,13,FEMALE,24,3.5,173,3.639,-0.139,7,Tue,11,Intermediate,2018,0,1,0,7
Fall 2016,13,FEMALE,22,4,182,4,0,6,Tue,11,Introductory,2021,0,1,0,3
Fall 2016,13,FEMALE,16,3.812,140,3.767,0.045,7,Tue,11,Intermediate,2020,0,1,0,6
Fall 2016,13,MALE,17,2.882,126,2.319,0.563,5,Tue,12,Intermediate,2021,0,1,0,21
Fall 2016,13,MALE,15,2.6,146,3.075,-0.475,6,Tue,12,Introductory,2018,0,2,1,13
Fall 2016,13,FEMALE,15,2.909,125,2.94,-0.031,7,Tue,12,Introductory,2018,0,2,1,3
Fall 2016,13,MALE,19,3,173,2.913,0.087,8,Tue,12,Introductory,2020,0,1,0,12
Fall 2016,13,MALE,16,2.875,0,3.317,-0.442,9,Tue,12,Introductory,2018,0,1,0,49
Fall 2016,13,FEMALE,13,2.846,105,3.25,-0.404,10,Tue,12,Introductory,2021,0,1,0,16
Fall 2016,13,FEMALE,17,3,130,3.336,-0.336,11,Tue,12,Introductory,2018,0,1,0,26
Fall 2016,13,MALE,18,3.666,159,3.736,-0.07,12,Tue,12,Introductory,2019,0,1,0,71
Fall 2016,13,MALE,16,3.437,161,3.282,0.155,13,Tue,12,Other,2018,0,1,0,6
Fall 2016,13,FEMALE,15,2.6,150,3.02,-0.42,12,Tue,13,Introductory,2018,0,1,0,14
Fall 2016,13,FEMALE,14,4,143,3.693,0.307,12,Tue,13,Introductory,2017,0,1,0,6
Fall 2016,13,MALE,3,0,136,3.186,-3.186,12,Tue,13,Introductory,2018,0,2,1,35
Fall 2016,13,FEMALE,15,3.2,125,3.341,-0.141,13,Tue,13,Introductory,2018,0,2,1,33
Fall 2016,13,FEMALE,16,2.875,134,3.178,-0.303,14,Tue,13,Introductory,2018,0,3,1,23
Fall 2016,13,MALE,13,2.5,74,2.393,0.107,15,Tue,13,Introductory,2017,0,3,1,12
Fall 2016,13,FEMALE,16,3.076,124,3.547,-0.471,16,Tue,13,Introductory,2018,0,3,1,23
Fall 2016,13,MALE,16,3.461,123,2.941,0.52,17,Tue,13,Intermediate,2018,0,2,1,3
Fall 2016,13,FEMALE,13,2.461,100,3.047,-0.586,18,Tue,13,Introductory,2017,0,2,1,8
Fall 2016,13,FEMALE,10,2.666,15,3.8,-1.134,19,Tue,13,Intermediate,2021,0,1,0,5
Fall 2016,13,FEMALE,14,3.5,122,4,-0.5,17,Tue,13,Other,2021,0,1,0,8
Fall 2016,13,FEMALE,16,2.937,155,2.949,-0.012,18,Tue,13,Introductory,2020,0,1,0,60
Fall 2016,13,MALE,10,2.333,139,2.924,-0.591,18,Tue,14,Intermediate,2018,0,1,0,33
Fall 2016,13,FEMALE,15,3.6,139,3.566,0.034,19,Tue,14,Intermediate,2018,0,1,0,2
Fall 2016,13,FEMALE,15,3.615,145,3.777,-0.162,13,Tue,14,Introductory,2021,0,1,0,10
Fall 2016,13,MALE,19,3.307,150,3.1,0.207,14,Tue,14,Introductory,2018,0,1,0,10
Fall 2016,13,FEMALE,14,3.461,147,3.31,0.151,13,Tue,14,Other,2018,0,1,0,12
Fall 2016,13,FEMALE,15,2.933,124,2.457,0.476,14,Tue,14,Intermediate,2019,0,1,0,12
Fall 2016,13,FEMALE,12,3,128,3.095,-0.095,15,Tue,14,Introductory,2018,0,1,0,22
Fall 2016,13,FEMALE,16,4,126,4,0,15,Tue,15,Introductory,2019,0,1,0,17
Fall 2016,13,MALE,9,2,24,1.962,0.038,16,Tue,15,Introductory,2018,1,1,0,6
Fall 2016,13,FEMALE,18,2.928,49,3.071,-0.143,16,Tue,15,Introductory,2017,1,2,1,2
Fall 2016,13,FEMALE,17,4,137,3.486,0.514,17,Tue,15,Introductory,2020,0,2,1,14
Fall 2016,13,FEMALE,18,4,139,3.944,0.056,17,Tue,15,Introductory,2020,0,1,0,2
Fall 2016,13,FEMALE,14,4,176,3.625,0.375,17,Tue,15,Introductory,2020,0,1,0,30
Fall 2016,13,FEMALE,18,2.8,124,2.648,0.152,15,Tue,15,Intermediate,2018,0,1,0,2
Fall 2016,13,MALE,16,3.437,123,2.991,0.446,16,Tue,15,Introductory,2019,0,1,0,36
Fall 2016,13,FEMALE,15,2.4,99,2.219,0.181,17,Tue,15,Introductory,2019,0,1,0,9
Fall 2016,13,FEMALE,18,3.111,122,3.153,-0.042,13,Tue,15,Intermediate,2019,0,1,0,9
Fall 2016,13,MALE,15,3,128,3.094,-0.094,14,Tue,15,Advanced,2017,0,2,1,12
Fall 2016,13,FEMALE,15,3.214,154,3.406,-0.192,15,Tue,15,Introductory,2018,0,2,1,17
Fall 2016,13,MALE,15,2.25,129,3.039,-0.789,16,Tue,15,Introductory,2020,0,1,0,51
Fall 2016,13,FEMALE,16,3.625,133,3.373,0.252,17,Tue,16,Introductory,2020,0,1,0,49
Fall 2016,13,MALE,15,2.666,133,2.923,-0.257,18,Tue,16,Introductory,2020,0,1,0,11
Fall 2016,13,FEMALE,17,3.785,138,3.721,0.064,17,Tue,16,Intermediate,2018,0,1,0,15
Fall 2016,13,FEMALE,14,3.461,150,3.279,0.182,17,Tue,16,Advanced,2019,0,1,0,18
Fall 2016,13,MALE,13,1.769,133,2.311,-0.542,18,Tue,16,Intermediate,2018,0,1,0,46
Fall 2016,13,FEMALE,12,2.5,89,3.317,-0.817,17,Tue,16,Introductory,2017,0,1,0,49
Fall 2016,13,FEMALE,19,3.444,42,3.923,-0.479,16,Tue,16,Intermediate,2021,0,1,0,6
Fall 2016,13,MALE,18,4,143,3.722,0.278,17,Tue,16,Introductory,2018,0,1,0,65
Fall 2016,13,MALE,15,2.6,125,2.524,0.076,13,Tue,16,Introductory,2019,0,1,0,32
Fall 2016,13,FEMALE,12,3.333,151,3.795,-0.462,11,Tue,17,Intermediate,2017,0,1,0,27
Fall 2016,13,MALE,18,2.5,27,2.809,-0.309,12,Tue,17,Introductory,2017,1,1,0,4
Fall 2016,13,MALE,18,3.666,159,3.736,-0.07,11,Tue,17,Introductory,2019,0,1,0,71
Fall 2016,13,FEMALE,13,3.461,122,3.404,0.057,12,Tue,17,Intermediate,2017,0,1,0,11
Fall 2016,13,FEMALE,13,2.7,28,2.52,0.18,8,Tue,17,Introductory,2017,1,3,1,2
Fall 2016,13,FEMALE,15,2.466,123,2.884,-0.418,9,Tue,17,Introductory,2020,0,3,1,14
Fall 2016,13,FEMALE,16,3.625,126,3.447,0.178,10,Tue,17,Introductory,2020,0,3,1,7
Fall 2016,13,FEMALE,16,3.25,47,3.136,0.114,11,Tue,17,Introductory,2017,1,1,0,11
Fall 2016,13,FEMALE,16,3.375,71,3.22,0.155,10,Tue,17,Introductory,2018,1,1,0,13
Fall 2016,13,FEMALE,18,4,132,3.841,0.159,11,Tue,18,Intermediate,2018,0,1,0,18
Fall 2016,13,MALE,15,4,125,3.833,0.167,12,Tue,18,Introductory,2018,0,1,0,9
Fall 2016,13,MALE,16,2.687,138,3.022,-0.335,13,Tue,18,Introductory,2018,0,1,0,62
Fall 2016,13,MALE,10,2.7,130,3.192,-0.492,14,Tue,18,Intermediate,2018,0,1,0,20
Fall 2016,13,FEMALE,16,3,94,3.333,-0.333,13,Tue,18,Introductory,2020,0,1,0,1
Fall 2016,13,FEMALE,3,4,128,3.045,0.955,13,Tue,18,Intermediate,2017,0,1,0,8
Fall 2016,13,FEMALE,14,3,122,3,0,14,Tue,18,Introductory,2020,0,1,0,19
Fall 2016,13,MALE,10,3,47,2.75,0.25,15,Tue,18,Introductory,2017,1,1,0,2
Fall 2016,13,MALE,16,2.875,129,2.863,0.012,14,Tue,18,Intermediate,2018,0,1,0,2
Fall 2016,13,MALE,13,2.769,122,2.763,0.006,12,Tue,18,Intermediate,2019,0,1,0,14
Fall 2016,13,MALE,21,3.19,6,4,-0.81,12,Tue,19,Advanced,2021,0,1,0,1
Fall 2016,13,FEMALE,16,2.928,146,3.47,-0.542,13,Tue,19,Advanced,2018,0,1,0,5
Fall 2016,13,MALE,18,3.666,159,3.736,-0.07,13,Tue,19,Intermediate,2019,0,1,0,71
Fall 2016,13,MALE,16,4,134,3.5,0.5,14,Tue,19,Intermediate,2020,0,1,0,20
Fall 2016,13,MALE,13,3,103,2.074,0.926,11,Tue,19,Introductory,2021,0,1,0,5
Fall 2016,13,FEMALE,15,3.6,129,3.45,0.15,12,Tue,19,Introductory,2018,0,1,0,20
Fall 2016,13,MALE,16,3.687,123,3.727,-0.04,13,Tue,19,Introductory,2021,0,1,0,14
Fall 2016,13,FEMALE,17,3.583,147,3.801,-0.218,14,Tue,19,Introductory,2018,0,2,1,8
Fall 2016,13,MALE,16,3.923,137,3.755,0.168,15,Tue,19,Introductory,2018,0,2,1,7
Fall 2016,13,MALE,16,3.437,138,3.293,0.144,13,Tue,20,Introductory,2020,0,1,0,21
Fall 2016,13,MALE,14,3.272,139,3.574,-0.302,12,Tue,20,Introductory,2020,0,1,0,8
Fall 2016,13,FEMALE,16,2.769,144,2.854,-0.085,8,Tue,20,Introductory,2018,0,1,0,24
Fall 2016,13,FEMALE,12,2.5,89,3.317,-0.817,1,Wed,8,Introductory,2017,0,1,0,49
Fall 2016,13,MALE,16,3.538,129,3.576,-0.038,1,Wed,8,Introductory,2020,0,1,0,27
Fall 2016,13,MALE,17,3.647,132,3.769,-0.122,2,Wed,9,Introductory,2020,0,1,0,30
Fall 2016,13,MALE,12,3,133,3.266,-0.266,2,Wed,9,Introductory,2019,0,1,0,16
Fall 2016,13,FEMALE,13,3.75,142,2.4,1.35,3,Wed,10,Introductory,2018,0,1,0,59
Fall 2016,13,MALE,13,2.076,133,3.039,-0.963,4,Wed,10,Other,2020,0,1,0,68
Fall 2016,13,MALE,18,3.333,130,3.02,0.313,5,Wed,10,Intermediate,2017,0,1,0,13
Fall 2016,13,FEMALE,13,2.8,123,3.552,-0.752,6,Wed,10,Intermediate,2019,0,1,0,41
Fall 2016,13,FEMALE,17,4,124,3.561,0.439,5,Wed,11,Introductory,2020,0,1,0,7
Fall 2016,13,FEMALE,16,3.375,140,3.293,0.082,6,Wed,11,Introductory,2020,0,1,0,2
Fall 2016,13,FEMALE,13,2.1,126,2.822,-0.722,7,Wed,11,Introductory,2019,0,1,0,9
Fall 2016,13,MALE,12,3.222,44,2.421,0.801,8,Wed,11,Introductory,2018,1,1,0,7
Fall 2016,13,MALE,14,1.538,85,2.042,-0.504,9,Wed,11,Introductory,2017,0,1,0,6
Fall 2016,13,FEMALE,12,2.5,89,3.317,-0.817,10,Wed,11,Introductory,2017,0,1,0,49
Fall 2016,13,FEMALE,20,3.588,148,3.471,0.117,11,Wed,11,Introductory,2021,0,1,0,40
Fall 2016,13,FEMALE,16,3.062,128,3.201,-0.139,12,Wed,11,Introductory,2020,0,1,0,27
Fall 2016,13,MALE,13,2.1,63,1.789,0.311,9,Wed,12,Introductory,2017,1,1,0,1
Fall 2016,13,MALE,16,2.875,130,3.226,-0.351,9,Wed,12,Intermediate,2018,0,1,0,2
Fall 2016,13,MALE,18,3.833,138,3.174,0.659,9,Wed,12,Introductory,2018,0,1,0,16
Fall 2016,13,MALE,18,3.6,133,3.015,0.585,10,Wed,12,Introductory,2020,0,1,0,7
Fall 2016,13,MALE,20,2.785,149,3.219,-0.434,11,Wed,12,Introductory,2020,0,1,0,14
Fall 2016,13,FEMALE,20,3.058,146,3.44,-0.382,11,Wed,12,Intermediate,2020,0,1,0,28
Fall 2016,13,FEMALE,16,3.25,131,3.159,0.091,10,Wed,13,Intermediate,2018,0,1,0,19
Fall 2016,13,MALE,19,3.812,126,3.886,-0.074,10,Wed,13,Introductory,2019,0,1,0,15
Fall 2016,13,MALE,18,2.5,27,2.809,-0.309,9,Wed,13,Introductory,2017,1,1,0,4
Fall 2016,13,MALE,12,3.25,146,2.836,0.414,9,Wed,13,Introductory,2017,0,1,0,8
Fall 2016,13,FEMALE,13,2.846,150,3.178,-0.332,10,Wed,13,Intermediate,2018,0,1,0,7
Fall 2016,13,MALE,12,2.666,133,2.636,0.03,9,Wed,13,Introductory,2018,0,1,0,17
Fall 2016,13,MALE,19,3.625,126,3.494,0.131,10,Wed,13,Introductory,2018,0,1,0,42
Fall 2016,13,MALE,16,3.25,128,3.221,0.029,11,Wed,13,Intermediate,2018,0,1,0,12
Fall 2016,13,MALE,15,3.2,124,3.479,-0.279,12,Wed,13,Intermediate,2018,0,1,0,12
Fall 2016,13,FEMALE,18,4,132,3.841,0.159,13,Wed,13,Intermediate,2018,0,1,0,18
Fall 2016,13,MALE,12,4,134,3.218,0.782,14,Wed,13,Advanced,2017,0,1,0,11
Fall 2016,13,MALE,13,3.769,128,3.588,0.181,13,Wed,14,Introductory,2020,0,1,0,64
Fall 2016,13,MALE,15,2.428,111,2.678,-0.25,13,Wed,14,Introductory,2021,0,1,0,35
Fall 2016,13,MALE,16,3.307,125,3.213,0.094,13,Wed,14,Introductory,2018,0,1,0,32
Fall 2016,13,FEMALE,9,2.666,25,2.772,-0.106,14,Wed,14,Intermediate,2017,1,1,0,7
Fall 2016,13,MALE,15,0.8,130,1.921,-1.121,15,Wed,14,Introductory,2018,0,1,0,10
Fall 2016,13,FEMALE,20,3.647,144,3.863,-0.216,16,Wed,14,Introductory,2020,0,1,0,2
Fall 2016,13,MALE,15,2.8,134,2.877,-0.077,17,Wed,14,Introductory,2019,0,1,0,4
Fall 2016,13,MALE,14,3.142,158.19,3.106,0.036,18,Wed,14,Introductory,2018,0,1,0,26
Fall 2016,13,FEMALE,10,3.5,148,3.452,0.048,18,Wed,14,Introductory,2018,0,2,1,3
Fall 2016,13,FEMALE,16,3.062,128,3.201,-0.139,19,Wed,14,Introductory,2020,0,2,1,27
Fall 2016,13,MALE,16,2.312,131,2.562,-0.25,19,Wed,14,Intermediate,2020,0,1,0,12
Fall 2016,13,FEMALE,15,4,163,3.858,0.142,19,Wed,15,Introductory,2018,0,3,1,16
Fall 2016,13,MALE,16,2.875,0,3.317,-0.442,20,Wed,15,Introductory,2018,0,3,1,49
Fall 2016,13,MALE,16,2.687,138,3.022,-0.335,21,Wed,15,Introductory,2018,0,3,1,62
Fall 2016,13,FEMALE,12,3,169,2.726,0.274,22,Wed,15,Introductory,2018,0,1,0,25
Fall 2016,13,FEMALE,18,3.235,45,3.428,-0.193,23,Wed,15,Advanced,2017,1,1,0,10
Fall 2016,13,MALE,3,4,137,3.137,0.863,24,Wed,15,Introductory,2017,0,1,0,9
Fall 2016,13,FEMALE,15,3.6,129,3.45,0.15,23,Wed,15,Intermediate,2018,0,1,0,20
Fall 2016,13,FEMALE,15,1.8,68,2.526,-0.726,24,Wed,15,Introductory,2018,0,1,0,9
Fall 2016,13,FEMALE,16,3.812,137,4,-0.188,22,Wed,15,Introductory,2021,0,2,1,8
Fall 2016,13,FEMALE,16,3.625,133,3.373,0.252,23,Wed,15,Introductory,2020,0,2,1,49
Fall 2016,13,MALE,15,2.2,135,2.336,-0.136,24,Wed,15,Intermediate,2020,0,1,0,3
Fall 2016,13,MALE,14,2.437,131,2.748,-0.311,23,Wed,15,Intermediate,2017,0,1,0,13
Fall 2016,13,MALE,15,2,122,2.932,-0.932,20,Wed,15,Intermediate,2018,0,1,0,3
Fall 2016,13,FEMALE,19,3.769,125,3.775,-0.006,20,Wed,16,Introductory,2018,0,1,0,41
Fall 2016,13,MALE,15,3.666,123,3.57,0.096,20,Wed,16,Introductory,2020,0,1,0,60
Fall 2016,13,MALE,16,3.076,123,3.117,-0.041,16,Wed,16,Introductory,2020,0,2,1,33
Fall 2016,13,MALE,16,3.769,107,3.619,0.15,17,Wed,16,Introductory,2021,0,2,1,45
Fall 2016,13,MALE,15,2.4,136,2.893,-0.493,18,Wed,16,Introductory,2019,0,1,0,22
Fall 2016,13,FEMALE,15,1.6,23,1.666,-0.066,19,Wed,16,Introductory,2017,1,1,0,1
Fall 2016,13,FEMALE,16,2.615,125,3.008,-0.393,20,Wed,16,Intermediate,2020,0,1,0,44
Fall 2016,13,MALE,13,1.769,133,2.311,-0.542,21,Wed,16,Intermediate,2018,0,1,0,46
Fall 2016,13,FEMALE,14,3.461,150,3.279,0.182,20,Wed,16,Intermediate,2019,0,1,0,18
Fall 2016,13,FEMALE,16,3.437,150,3.84,-0.403,20,Wed,16,Advanced,2020,0,1,0,2
Fall 2016,13,MALE,17,2.882,126,2.319,0.563,14,Wed,17,Intermediate,2021,0,1,0,21
Fall 2016,13,FEMALE,9,4,135,3.39,0.61,14,Wed,17,Intermediate,2018,0,1,0,8
Fall 2016,13,MALE,15,2.8,131,2.873,-0.073,15,Wed,17,Intermediate,2017,0,1,0,3
Fall 2016,13,FEMALE,19,4,122,4,0,15,Wed,17,Introductory,2021,0,1,0,17
Fall 2016,13,MALE,13,3,103,2.074,0.926,10,Wed,17,Introductory,2021,0,1,0,5
Fall 2016,13,MALE,9,4,134,3.175,0.825,11,Wed,17,Introductory,2020,0,1,0,30
Fall 2016,13,MALE,12,2,129,2.618,-0.618,9,Wed,17,Intermediate,2018,0,2,1,1
Fall 2016,13,FEMALE,16,3.307,130,2.664,0.643,10,Wed,17,Intermediate,2020,0,2,1,11
Fall 2016,13,FEMALE,16,3.25,134,3.611,-0.361,11,Wed,18,Introductory,2018,0,1,0,2
Fall 2016,13,FEMALE,15,4,125,3.446,0.554,11,Wed,18,Advanced,2018,0,2,1,10
Fall 2016,13,FEMALE,15,3.466,124,3.38,0.086,12,Wed,18,Introductory,2018,0,2,1,10
Fall 2016,13,FEMALE,12,4,127,3.946,0.054,9,Wed,18,Intermediate,2018,0,1,0,1
Fall 2016,13,MALE,14,3.2,131,2.955,0.245,10,Wed,18,Intermediate,2018,0,1,0,49
Fall 2016,13,MALE,18,3.666,159,3.736,-0.07,11,Wed,18,Introductory,2019,0,1,0,71
Fall 2016,13,MALE,19,3.812,126,3.886,-0.074,12,Wed,18,Introductory,2019,0,1,0,15
Fall 2016,13,MALE,16,3.833,136,3.593,0.24,13,Wed,18,Introductory,2019,0,1,0,9
Fall 2016,13,FEMALE,6,0,12,3,-3,13,Wed,18,Advanced,2020,0,3,1,21
Fall 2016,13,MALE,10,2.7,130,3.192,-0.492,14,Wed,18,Advanced,2018,0,3,1,20
Fall 2016,13,MALE,20,3.5,123,3.475,0.025,15,Wed,18,Advanced,2018,0,3,1,13
Fall 2016,13,MALE,15,2.25,137,2.722,-0.472,14,Wed,19,Advanced,2018,0,1,0,29
Fall 2016,13,MALE,13,1.769,133,2.311,-0.542,15,Wed,19,Intermediate,2018,0,1,0,46
Fall 2016,13,MALE,17,3.117,132,2.913,0.204,16,Wed,19,Introductory,2020,0,1,0,42
Fall 2016,13,MALE,16,3.769,107,3.619,0.15,16,Wed,19,Introductory,2021,0,1,0,45
Fall 2016,13,MALE,12,4,149,3.691,0.309,17,Wed,19,Intermediate,2018,0,1,0,9
Fall 2016,13,FEMALE,18,4,33,3.766,0.234,17,Wed,19,Introductory,2017,1,1,0,6
Fall 2016,13,MALE,18,2.8,165,2.759,0.041,16,Wed,19,Introductory,2019,0,1,0,16
Fall 2016,13,MALE,14,3.272,139,3.574,-0.302,16,Wed,19,Introductory,2020,0,1,0,8
Fall 2016,13,FEMALE,10,1.571,66,2.212,-0.641,16,Wed,20,Introductory,2017,1,1,0,4
Fall 2016,13,MALE,19,3.769,122,2.964,0.805,7,Wed,20,Introductory,2020,0,1,0,10
Fall 2016,13,FEMALE,20,3.058,146,3.44,-0.382,5,Wed,21,Introductory,2020,0,1,0,28
Fall 2016,13,MALE,17,2.882,126,2.319,0.563,1,Thu,9,Intermediate,2021,0,1,0,21
Fall 2016,13,MALE,14,3.2,131,2.955,0.245,2,Thu,9,Intermediate,2018,0,1,0,49
Fall 2016,13,FEMALE,16,3,141,2.212,0.788,3,Thu,9,Advanced,2017,0,2,1,9
Fall 2016,13,MALE,12,1.75,107,2.26,-0.51,4,Thu,9,Advanced,2017,0,2,1,4
Fall 2016,13,MALE,18,3.166,152,2.64,0.526,5,Thu,9,Intermediate,2018,0,1,0,15
Fall 2016,13,MALE,16,3.692,122,3.33,0.362,6,Thu,10,Introductory,2020,0,1,0,19
Fall 2016,13,MALE,15,2.6,140,2.895,-0.295,7,Thu,10,Intermediate,2018,0,1,0,10
Fall 2016,13,MALE,13,1.769,148,2.072,-0.303,8,Thu,10,Introductory,2019,0,1,0,10
Fall 2016,13,MALE,16,3.769,125,4,-0.231,9,Thu,10,Introductory,2021,0,1,0,42
Fall 2016,13,MALE,18,3.833,138,3.174,0.659,10,Thu,10,Introductory,2018,0,1,0,16
Fall 2016,13,MALE,12,2.25,136,2.72,-0.47,11,Thu,10,Introductory,2020,0,1,0,44
Fall 2016,13,FEMALE,9,4,135,3.39,0.61,10,Thu,10,Intermediate,2018,0,1,0,8
Fall 2016,13,MALE,18,3.666,159,3.736,-0.07,11,Thu,11,Intermediate,2019,0,1,0,71
Fall 2016,13,FEMALE,0,0,145,3.36,-3.36,11,Thu,11,Intermediate,2018,0,2,1,5
Fall 2016,13,FEMALE,24,3.4,153,3.431,-0.031,12,Thu,11,Advanced,2020,0,2,1,83
Fall 2016,13,MALE,19,3.307,150,3.1,0.207,13,Thu,11,Intermediate,2018,0,1,0,10
Fall 2016,13,MALE,13,2.076,133,3.039,-0.963,12,Thu,11,Other,2020,0,1,0,68
Fall 2016,13,FEMALE,18,3.2,133,2.991,0.209,10,Thu,11,Introductory,2019,0,1,0,6
Fall 2016,13,FEMALE,17,3.785,138,3.721,0.064,11,Thu,11,Intermediate,2018,0,2,1,15
Fall 2016,13,FEMALE,17,4,150,4,0,12,Thu,11,Intermediate,2018,0,2,1,37
Fall 2016,13,MALE,16,4,134,3.5,0.5,12,Thu,11,Intermediate,2020,0,1,0,20
Fall 2016,13,FEMALE,13,2.8,123,3.552,-0.752,13,Thu,11,Intermediate,2019,0,1,0,41
Fall 2016,13,MALE,15,3.666,123,3.57,0.096,13,Thu,11,Introductory,2020,0,1,0,60
