Semester,Semester_Week,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA,Day_of_Week,Hour_of_Day,Course_Level,Expected_Graduation_Yr,Underclassman,Group_Size,Total_Visits
Fall 2016,16,40,FEMALE,16,3.384,145,3.401,-0.017,Tue,13,Introductory,2020,0,1,3
Fall 2016,16,109,MALE,15,4,147,3.93,0.07,Tue,13,Introductory,2019,0,1,34
Fall 2016,16,25,FEMALE,16,3.25,140,2.982,0.268,Tue,13,Advanced,2020,0,1,12
Fall 2016,16,139,FEMALE,15,3.2,125,3.341,-0.141,Tue,13,Introductory,2018,0,1,33
Fall 2016,16,118,MALE,3,0,136,3.186,-3.186,Tue,13,Introductory,2018,0,3,35
Fall 2016,16,32,MALE,19,3.625,126,3.494,0.131,Tue,13,Introductory,2018,0,3,42
Fall 2016,16,32,MALE,16,2.687,138,3.022,-0.335,Tue,13,Introductory,2018,0,3,62
Fall 2016,16,20,MALE,14,3.2,131,2.955,0.245,Tue,13,Intermediate,2018,0,1,49
Fall 2016,16,32,MALE,16,3.769,125,4,-0.231,Tue,13,Introductory,2021,0,1,42
Fall 2016,16,94,FEMALE,14,3.5,122,4,-0.5,Tue,13,Intermediate,2021,0,1,8
Fall 2016,16,66,FEMALE,16,2.937,155,2.949,-0.012,Tue,13,Introductory,2020,0,1,60
Fall 2016,16,103,FEMALE,16,4,126,4,0,Tue,14,Introductory,2019,0,1,17
Fall 2016,16,98,MALE,10,2.333,139,2.924,-0.591,Tue,14,Intermediate,2018,0,1,33
Fall 2016,16,115,MALE,16,3.307,125,3.213,0.094,Tue,14,Introductory,2018,0,1,32
Fall 2016,16,6,MALE,19,3.062,122,2.867,0.195,Tue,14,Intermediate,2018,0,1,6
Fall 2016,16,19,FEMALE,17,3.823,124,3.803,0.02,Tue,14,Introductory,2018,0,1,3
Fall 2016,16,116,FEMALE,22,3.75,44,3.781,-0.031,Tue,14,Introductory,2017,1,1,3
Fall 2016,16,51,FEMALE,19,4,137,3.526,0.474,Tue,14,Introductory,2018,0,1,11
Fall 2016,16,37,FEMALE,14,3.461,147,3.31,0.151,Tue,14,Intermediate,2018,0,1,12
Fall 2016,16,83,FEMALE,18,3.823,155,3.754,0.069,Tue,15,Introductory,2020,0,1,15
Fall 2016,16,19,MALE,16,2.714,132,2.681,0.033,Tue,15,Introductory,2019,0,1,45
Fall 2016,16,57,FEMALE,18,3.111,122,3.153,-0.042,Tue,15,Intermediate,2019,0,1,9
Fall 2016,16,97,FEMALE,12,3.75,149,3.602,0.148,Tue,15,Intermediate,2019,0,1,8
Fall 2016,16,53,MALE,13,2.846,125,2.479,0.367,Tue,15,Intermediate,2020,0,1,5
Fall 2016,16,62,MALE,18,3.666,159,3.736,-0.07,Tue,15,Introductory,2019,0,1,71
Fall 2016,16,147,MALE,14,3.142,158.19,3.106,0.036,Tue,15,Introductory,2018,0,1,26
Fall 2016,16,69,MALE,9,1.5,130,2.438,-0.938,Tue,15,Intermediate,2020,0,1,4
Fall 2016,16,86,FEMALE,16,2.687,123,2.882,-0.195,Tue,16,Advanced,2018,0,2,5
Fall 2016,16,21,FEMALE,16,3.812,126,3.135,0.677,Tue,16,Introductory,2020,0,2,20
Fall 2016,16,25,FEMALE,15,2.6,130,2.833,-0.233,Tue,16,Introductory,2019,0,1,8
Fall 2016,16,118,FEMALE,15,0,122,2.905,-2.905,Tue,17,Introductory,2018,0,1,3
Fall 2016,16,141,MALE,12,4,149,3.691,0.309,Tue,17,Intermediate,2018,0,1,9
Fall 2016,16,267,MALE,12,3.333,203,3.736,-0.403,Tue,17,Introductory,2017,0,1,31
Fall 2016,16,125,FEMALE,18,4,132,3.841,0.159,Tue,18,Intermediate,2018,0,1,18
Fall 2016,16,64,MALE,16,2.312,46,2.735,-0.423,Tue,18,Introductory,2017,1,1,19
Fall 2016,16,65,FEMALE,15,3,126,3.062,-0.062,Tue,18,Introductory,2018,0,1,9
Fall 2016,16,14,FEMALE,18,4,127,4,0,Tue,18,Introductory,2021,0,1,20
Fall 2016,16,137,FEMALE,12,3.166,125,2.947,0.219,Tue,18,Introductory,2018,0,1,18
Fall 2016,16,56,MALE,15,4,123,3.735,0.265,Tue,18,Intermediate,2018,0,1,18
Fall 2016,16,118,FEMALE,15,3.466,124,3.38,0.086,Tue,18,Introductory,2018,0,1,10
Fall 2016,16,126,FEMALE,16,1.6,40,2.136,-0.536,Tue,18,Introductory,2018,1,1,16
Fall 2016,16,69,FEMALE,14,3.571,125,3.043,0.528,Tue,18,Intermediate,2018,0,1,8
Fall 2016,16,16,MALE,16,4,125,3.619,0.381,Tue,19,Intermediate,2019,0,1,15
Fall 2016,16,33,MALE,13,3.076,128,3.056,0.02,Tue,19,Introductory,2019,0,1,3
Fall 2016,16,32,FEMALE,14,0.375,36,1.871,-1.496,Tue,19,Introductory,2017,1,2,3
Fall 2016,16,58,FEMALE,12,2.666,123,3.482,-0.816,Tue,19,Introductory,2020,0,2,1
Fall 2016,16,77,FEMALE,12,2.333,170,2.705,-0.372,Tue,19,Introductory,2020,0,1,16
Fall 2016,16,49,MALE,15,3.666,123,3.57,0.096,Tue,19,Introductory,2020,0,1,60
Fall 2016,16,54,MALE,13,2,131,2.186,-0.186,Tue,19,Intermediate,2019,0,2,3
Fall 2016,16,133,MALE,17,3.647,132,3.769,-0.122,Tue,19,Introductory,2020,0,2,30
Fall 2016,16,14,MALE,14,2.615,131,2.477,0.138,Tue,19,Intermediate,2019,0,1,33
Fall 2016,16,84,FEMALE,19,4,122,4,0,Tue,20,Introductory,2021,0,1,17
Fall 2016,16,31,MALE,16,3.538,129,3.576,-0.038,Wed,8,Introductory,2020,0,1,27
Fall 2016,16,115,MALE,12,3.25,146,2.836,0.414,Wed,10,Introductory,2017,0,1,8
Fall 2016,16,36,FEMALE,15,3.733,130,3.344,0.389,Wed,10,Introductory,2019,0,1,12
Fall 2016,16,91,MALE,13,2.076,133,3.039,-0.963,Wed,10,Introductory,2020,0,1,68
Fall 2016,16,63,MALE,18,3.333,130,3.02,0.313,Wed,10,Intermediate,2017,0,1,13
Fall 2016,16,52,MALE,16,2.714,132,2.681,0.033,Wed,11,Introductory,2019,0,2,45
Fall 2016,16,39,FEMALE,16,3.538,131,3.294,0.244,Wed,11,Advanced,2019,0,2,2
Fall 2016,16,64,MALE,14,1.538,85,2.042,-0.504,Wed,11,Introductory,2017,0,1,6
Fall 2016,16,134,FEMALE,15,2.6,130,2.833,-0.233,Wed,11,Introductory,2019,0,1,8
Fall 2016,16,71,FEMALE,13,3.769,122,2.689,1.08,Wed,11,Advanced,2020,0,1,3
Fall 2016,16,22,FEMALE,12,3,128,3.095,-0.095,Wed,11,Introductory,2018,0,1,22
Fall 2016,16,48,MALE,15,4,147,3.93,0.07,Wed,12,Introductory,2019,0,1,34
Fall 2016,16,68,MALE,4,1,150,2.089,-1.089,Wed,12,Introductory,2020,0,1,8
Fall 2016,16,29,MALE,16,3.769,125,4,-0.231,Wed,12,Introductory,2021,0,1,42
Fall 2016,16,224,FEMALE,18,3.166,124,3.28,-0.114,Wed,12,Advanced,2017,0,1,1
Fall 2016,16,46,MALE,14,3.2,131,2.955,0.245,Wed,12,Intermediate,2018,0,1,49
Fall 2016,16,96,FEMALE,16,3.812,126,3.135,0.677,Wed,12,Introductory,2020,0,1,20
Fall 2016,16,130,FEMALE,12,3.666,139,3.204,0.462,Wed,13,Introductory,2020,0,1,8
Fall 2016,16,67,MALE,16,3.692,122,3.33,0.362,Wed,13,Introductory,2020,0,1,19
Fall 2016,16,22,FEMALE,12,3,128,3.095,-0.095,Wed,13,Introductory,2018,0,1,22
Fall 2016,16,89,MALE,15,2,135,2.729,-0.729,Wed,13,Introductory,2018,0,1,5
Fall 2016,16,85,FEMALE,14,3.533,123,3.583,-0.05,Wed,13,Introductory,2017,0,1,2
Fall 2016,16,36,FEMALE,12,3.166,125,2.947,0.219,Wed,13,Introductory,2018,0,1,18
Fall 2016,16,58,MALE,15,2.4,136,2.893,-0.493,Wed,14,Other,2019,0,1,22
Fall 2016,16,49,FEMALE,17,3.47,145,2.891,0.579,Wed,14,Introductory,2020,0,1,7
Fall 2016,16,122,FEMALE,15,4,154,3.508,0.492,Wed,14,Introductory,2020,0,1,10
Fall 2016,16,35,MALE,13,2,92,1.877,0.123,Wed,14,Introductory,2018,0,1,6
Fall 2016,16,115,FEMALE,16,3.769,129,3.577,0.192,Wed,14,Introductory,2020,0,2,30
Fall 2016,16,95,MALE,15,2.428,111,2.678,-0.25,Wed,14,Other,2021,0,2,35
Fall 2016,16,135,MALE,16,2.875,0,3.317,-0.442,Wed,14,Introductory,2018,0,1,49
Fall 2016,16,17,MALE,16,2.437,161,2.83,-0.393,Wed,14,Advanced,2017,0,1,4
Fall 2016,16,28,MALE,18,3.071,36,2.666,0.405,Wed,15,Introductory,2017,1,1,3
Fall 2016,16,209,FEMALE,16,3.437,122,4,-0.563,Wed,15,Introductory,2021,0,1,20
Fall 2016,16,45,FEMALE,16,3.076,124,3.547,-0.471,Wed,15,Introductory,2018,0,1,23
Fall 2016,16,100,FEMALE,12,2.5,24,2.625,-0.125,Wed,15,Intermediate,2017,1,1,11
Fall 2016,16,43,FEMALE,16,3.062,128,3.201,-0.139,Wed,15,Introductory,2020,0,1,27
Fall 2016,16,133,FEMALE,19,4,137,3.526,0.474,Wed,15,Introductory,2018,0,1,11
Fall 2016,16,129,FEMALE,16,2.615,125,3.008,-0.393,Wed,15,Intermediate,2020,0,1,44
Fall 2016,16,80,FEMALE,14,3.571,125,3.043,0.528,Wed,15,Intermediate,2018,0,1,8
Fall 2016,16,119,FEMALE,12,3,130,3.15,-0.15,Wed,15,Advanced,2018,0,1,19
Fall 2016,16,51,FEMALE,12,3.166,125,2.947,0.219,Wed,15,Introductory,2018,0,1,18
Fall 2016,16,58,MALE,13,2,131,2.186,-0.186,Wed,15,Intermediate,2019,0,1,3
Fall 2016,16,28,FEMALE,22,3.461,94,2.987,0.474,Wed,15,Intermediate,2019,0,2,1
Fall 2016,16,28,FEMALE,13,3.384,151,3.589,-0.205,Wed,15,Intermediate,2018,0,2,17
Fall 2016,16,48,FEMALE,16,2.769,144,2.854,-0.085,Wed,15,Introductory,2018,0,1,24
Fall 2016,16,51,MALE,14,0,8,1.437,-1.437,Wed,15,Introductory,2017,1,1,26
Fall 2016,16,50,FEMALE,12,2.75,122,2.344,0.406,Wed,16,Intermediate,2020,0,1,3
Fall 2016,16,61,MALE,15,3.666,123,3.57,0.096,Wed,16,Introductory,2020,0,1,60
Fall 2016,16,90,FEMALE,15,4,123,4,0,Wed,16,Introductory,2021,0,1,1
Fall 2016,16,101,MALE,14,2.428,145,2.717,-0.289,Wed,16,Introductory,2020,0,1,12
Fall 2016,16,118,MALE,14,2.666,146,2.54,0.126,Wed,16,Intermediate,2020,0,2,8
Fall 2016,16,118,MALE,19,2.533,108,2.54,-0.007,Wed,16,Intermediate,2021,0,2,1
Fall 2016,16,135,FEMALE,16,4,122,3.974,0.026,Wed,16,Introductory,2018,0,2,9
Fall 2016,16,86,FEMALE,12,1.666,138,2.833,-1.167,Wed,16,Introductory,2020,0,2,19
Fall 2016,16,78,MALE,16,3.076,123,3.117,-0.041,Wed,16,Introductory,2020,0,1,33
Fall 2016,16,73,MALE,16,3.8,139,3.593,0.207,Wed,16,Introductory,2020,0,2,36
Fall 2016,16,77,MALE,16,3.769,107,3.619,0.15,Wed,16,Introductory,2021,0,2,45
Fall 2016,16,60,FEMALE,13,4,145,3.835,0.165,Wed,16,Introductory,2019,0,1,5
Fall 2016,16,61,MALE,14,2.785,108,2.677,0.108,Wed,16,Introductory,2021,0,1,31
Fall 2016,16,56,FEMALE,16,2.615,125,3.008,-0.393,Wed,16,Intermediate,2020,0,1,44
Fall 2016,16,49,FEMALE,15,2.6,150,3.02,-0.42,Wed,16,Introductory,2018,0,1,14
Fall 2016,16,248,FEMALE,16,2.7,126,3.5,-0.8,Wed,16,Introductory,2020,0,1,4
Fall 2016,16,33,FEMALE,19,3.769,125,3.775,-0.006,Wed,17,Introductory,2018,0,1,41
Fall 2016,16,16,FEMALE,16,3.25,140,2.982,0.268,Wed,17,Advanced,2020,0,1,12
Fall 2016,16,91,FEMALE,14,4,176,3.625,0.375,Wed,17,Introductory,2020,0,1,30
Fall 2016,16,37,MALE,13,2.307,126,2.931,-0.624,Wed,17,Introductory,2019,0,1,2
Fall 2016,16,35,MALE,16,3.307,125,3.213,0.094,Wed,17,Introductory,2018,0,1,32
Fall 2016,16,81,FEMALE,16,3.25,47,3.136,0.114,Wed,17,Introductory,2017,1,1,11
Fall 2016,16,41,FEMALE,12,3.333,151,3.795,-0.462,Wed,17,Intermediate,2017,0,1,27
Fall 2016,16,84,FEMALE,13,3.461,122,3.404,0.057,Wed,17,Intermediate,2017,0,1,11
Fall 2016,16,43,MALE,15,2.25,129,3.039,-0.789,Wed,17,Introductory,2020,0,1,51
Fall 2016,16,52,MALE,15,3.5,150,3.256,0.244,Wed,18,Advanced,2018,0,1,9
Fall 2016,16,60,FEMALE,14,4,126,3.459,0.541,Wed,18,Advanced,2019,0,1,3
Fall 2016,16,76,MALE,16,3.437,123,2.991,0.446,Wed,18,Introductory,2019,0,1,36
Fall 2016,16,45,FEMALE,15,3.266,126,3.727,-0.461,Wed,18,Advanced,2018,0,1,16
Fall 2016,16,17,FEMALE,16,3.625,133,3.373,0.252,Wed,18,Introductory,2020,0,1,49
Fall 2016,16,69,FEMALE,13,2.6,132,2.6,0,Wed,18,Introductory,2018,0,1,2
Fall 2016,16,29,MALE,10,2.7,130,3.192,-0.492,Wed,19,Intermediate,2018,0,3,20
Fall 2016,16,34,FEMALE,17,4,52,3.763,0.237,Wed,19,Introductory,2017,1,3,4
Fall 2016,16,47,FEMALE,14,3,122,3,0,Wed,19,Intermediate,2020,0,3,19
Fall 2016,16,157,FEMALE,12,3,130,3.15,-0.15,Wed,19,Intermediate,2018,0,3,19
Fall 2016,16,35,MALE,12,0.25,45,1.687,-1.437,Wed,19,Intermediate,2017,1,3,1
Fall 2016,16,35,MALE,15,3,138,2.953,0.047,Wed,19,Intermediate,2018,0,3,1
Fall 2016,16,162,MALE,20,3.5,123,3.475,0.025,Wed,19,Advanced,2018,0,1,13
Fall 2016,16,15,MALE,15,4,125,3.833,0.167,Wed,19,Introductory,2018,0,1,9
Fall 2016,16,72,FEMALE,16,2.916,79,2.924,-0.008,Wed,19,Intermediate,2018,0,2,47
Fall 2016,16,96,MALE,15,2.5,90,1.949,0.551,Wed,19,Advanced,2019,0,2,1
Fall 2016,16,64,MALE,14,1.928,122,3.02,-1.092,Wed,20,Introductory,2019,0,1,68
Fall 2016,16,38,FEMALE,16,2.875,123,2.658,0.217,Wed,21,Introductory,2020,0,1,25
Fall 2016,16,63,FEMALE,16,4,142,3.975,0.025,Thu,8,Introductory,2020,0,1,11
Fall 2016,16,27,MALE,15,3.2,115,3.116,0.084,Thu,8,Introductory,2018,0,1,1
Fall 2016,16,44,MALE,12,2,147,2.557,-0.557,Thu,8,Intermediate,2018,0,1,2
Fall 2016,16,18,FEMALE,13,3.23,138,3.783,-0.553,Thu,9,Introductory,2018,0,1,4
Fall 2016,16,37,FEMALE,10,2.666,15,3.8,-1.134,Thu,9,Intermediate,2021,0,1,5
Fall 2016,16,158,MALE,14,3.428,147,3.315,0.113,Thu,10,Intermediate,2018,0,1,8
Fall 2016,16,36,MALE,10,4,142,3.628,0.372,Thu,10,Introductory,2020,0,1,1
Fall 2016,16,78,MALE,19,3,173,2.913,0.087,Thu,10,Introductory,2020,0,1,12
Fall 2016,16,117,MALE,19,3.625,126,3.494,0.131,Thu,10,Introductory,2018,0,1,42
Fall 2016,16,43,MALE,15,2.25,129,3.039,-0.789,Thu,10,Introductory,2020,0,1,51
Fall 2016,16,77,FEMALE,15,2,152,2.752,-0.752,Thu,10,Intermediate,2018,0,1,3
Fall 2016,16,79,FEMALE,18,3.666,134,3.911,-0.245,Thu,10,Introductory,2018,0,1,26
Fall 2016,16,41,MALE,12,2.25,136,2.72,-0.47,Thu,10,Introductory,2020,0,1,44
Fall 2016,16,90,FEMALE,16,2.687,123,2.882,-0.195,Thu,11,Advanced,2018,0,3,5
Fall 2016,16,48,FEMALE,14,3.625,144,3.61,0.015,Thu,11,Advanced,2018,0,3,13
Fall 2016,16,172,FEMALE,17,4,150,4,0,Thu,11,Intermediate,2018,0,3,37
Fall 2016,16,284,MALE,17,2.882,126,2.319,0.563,Thu,11,Intermediate,2021,0,1,21
Fall 2016,16,183,MALE,18,3.666,159,3.736,-0.07,Thu,11,Intermediate,2019,0,1,71
Fall 2016,16,57,FEMALE,16,3.812,126,3.135,0.677,Thu,11,Introductory,2020,0,1,20
Fall 2016,16,47,FEMALE,12,1.666,138,2.833,-1.167,Thu,11,Introductory,2020,0,2,19
Fall 2016,16,47,FEMALE,12,3,128,3.095,-0.095,Thu,11,Introductory,2018,0,2,22
Fall 2016,16,211,MALE,13,2.076,133,3.039,-0.963,Thu,11,Intermediate,2020,0,1,68
Fall 2016,16,70,MALE,15,2.8,132,2.658,0.142,Thu,11,Intermediate,2017,0,1,31
Fall 2016,16,96,FEMALE,16,4,137,3.69,0.31,Thu,12,Intermediate,2018,0,1,3
Fall 2016,16,169,FEMALE,13,3.23,122,3.102,0.128,Thu,12,Introductory,2020,0,1,2
Fall 2016,16,87,MALE,17,3.823,124,3.321,0.502,Thu,12,Introductory,2020,0,1,77
Fall 2016,16,69,MALE,14,2.214,122,2.517,-0.303,Thu,12,Introductory,2020,0,1,3
Fall 2016,16,560,MALE,3,3,130,2.15,0.85,Thu,12,Intermediate,2018,0,1,2
Fall 2016,16,99,MALE,19,3.307,150,3.1,0.207,Thu,12,Intermediate,2018,0,1,10
Fall 2016,16,114,MALE,16,3.307,125,3.213,0.094,Thu,12,Introductory,2018,0,2,32
Fall 2016,16,156,MALE,14,2.428,145,2.717,-0.289,Thu,12,Introductory,2020,0,2,12
Fall 2016,16,116,FEMALE,18,3.2,133,2.991,0.209,Thu,12,Introductory,2019,0,1,6
Fall 2016,16,133,MALE,13,3.307,119,2.579,0.728,Thu,13,Introductory,2021,0,1,3
Fall 2016,16,171,FEMALE,15,3.6,129,3.45,0.15,Thu,13,Intermediate,2018,0,1,20
Fall 2016,16,69,MALE,3,0,136,3.186,-3.186,Thu,13,Introductory,2018,0,1,35
Fall 2016,16,67,FEMALE,15,3.2,125,3.341,-0.141,Thu,13,Introductory,2018,0,1,33
Fall 2016,16,123,FEMALE,16,3,101,3.275,-0.275,Thu,13,Advanced,2021,0,1,12
Fall 2016,16,140,MALE,14,3.2,131,2.955,0.245,Thu,13,Intermediate,2018,0,2,49
Fall 2016,16,152,MALE,15,2.2,135,2.336,-0.136,Thu,13,Intermediate,2020,0,2,3
Fall 2016,16,73,FEMALE,16,3.23,123,3.666,-0.436,Thu,13,Introductory,2021,0,1,7
Fall 2016,16,500,FEMALE,15,3.8,130,3.198,0.602,Thu,13,Advanced,2017,0,1,1
Fall 2016,16,20,MALE,14,1.428,133,1.946,-0.518,Thu,13,Intermediate,2018,0,2,3
Fall 2016,16,35,MALE,16,3.769,125,4,-0.231,Thu,13,Introductory,2021,0,2,42
Fall 2016,16,105,MALE,15,4,147,3.93,0.07,Thu,13,Introductory,2019,0,1,34
Fall 2016,16,38,FEMALE,8,3.25,153.67,2.759,0.491,Thu,13,Advanced,2019,0,1,6
Fall 2016,16,81,MALE,13,2.846,15,2.65,0.196,Thu,13,Advanced,2018,0,1,32
Fall 2016,16,161,FEMALE,20,2.846,148,2.938,-0.092,Thu,13,Introductory,2020,0,1,5
Fall 2016,16,62,FEMALE,14,3.5,122,4,-0.5,Thu,14,Intermediate,2021,0,1,8
Fall 2016,16,108,MALE,16,2.687,138,3.022,-0.335,Thu,14,Introductory,2018,0,1,62
Fall 2016,16,107,MALE,18,3.647,154,4,-0.353,Thu,14,Intermediate,2020,0,1,4
Fall 2016,16,61,FEMALE,14,3.571,125,3.043,0.528,Thu,14,Intermediate,2018,0,2,8
Fall 2016,16,114,MALE,16,4,134,3.5,0.5,Thu,14,Intermediate,2020,0,2,20
Fall 2016,16,42,FEMALE,15,3,126,2.99,0.01,Thu,14,Introductory,2018,0,1,2
Fall 2016,16,28,FEMALE,18,3,65,3.403,-0.403,Thu,14,Introductory,2018,0,1,1
Fall 2016,16,53,MALE,15,3,139,2.692,0.308,Thu,14,Intermediate,2020,0,1,10
Fall 2016,16,124,MALE,13,2,131,2.186,-0.186,Thu,14,Intermediate,2019,0,1,3
Fall 2016,16,100,FEMALE,12,3.666,139,3.204,0.462,Thu,15,Introductory,2020,0,1,8
Fall 2016,16,41,FEMALE,12,3,128,3.095,-0.095,Thu,15,Introductory,2018,0,1,22
Fall 2016,16,39,FEMALE,12,1.666,138,2.833,-1.167,Thu,15,Introductory,2020,0,1,19
Fall 2016,16,13,FEMALE,18,2.461,72,1.766,0.695,Thu,15,Introductory,2020,0,1,1
Fall 2016,16,21,MALE,16,2.875,0,3.317,-0.442,Thu,15,Introductory,2018,0,1,49
Fall 2016,16,219,MALE,17,2.8,142,2.432,0.368,Thu,15,Advanced,2018,0,1,3
Fall 2016,16,85,FEMALE,17,2.882,81,2.683,0.199,Thu,15,Introductory,2017,0,1,1
Fall 2016,16,14,MALE,15,2.4,131,2.547,-0.147,Thu,15,Advanced,2017,0,2,1
Fall 2016,16,118,FEMALE,12,3.75,149,3.602,0.148,Thu,15,Intermediate,2019,0,2,8
Fall 2016,16,18,FEMALE,16,2.687,123,2.882,-0.195,Thu,15,Advanced,2018,0,1,5
Fall 2016,16,37,MALE,14,2.615,131,2.477,0.138,Thu,15,Introductory,2019,0,2,33
Fall 2016,16,89,FEMALE,15,3.5,128,3,0.5,Thu,15,Introductory,2018,0,2,4
Fall 2016,16,10,MALE,14,1.428,133,1.946,-0.518,Thu,15,Introductory,2018,0,1,3
Fall 2016,16,32,MALE,13,2.846,125,2.479,0.367,Thu,16,Introductory,2020,0,1,5
Fall 2016,16,132,MALE,18,4,143,3.722,0.278,Thu,16,Introductory,2018,0,1,65
Fall 2016,16,75,MALE,10,2.333,139,2.924,-0.591,Thu,16,Intermediate,2018,0,1,33
Fall 2016,16,44,MALE,14,3.142,158.19,3.106,0.036,Thu,16,Introductory,2018,0,2,26
Fall 2016,16,21,MALE,16,3.25,132,3.74,-0.49,Thu,16,Intermediate,2018,0,2,7
Fall 2016,16,36,MALE,14,3,138,2.699,0.301,Thu,16,Introductory,2019,0,1,8
Fall 2016,16,131,FEMALE,18,2.4,137,2.601,-0.201,Thu,16,Intermediate,2017,0,1,5
Fall 2016,16,54,FEMALE,19,4,122,4,0,Thu,16,Introductory,2021,0,1,17
Fall 2016,16,117,MALE,16,3.437,123,2.991,0.446,Thu,16,Introductory,2019,0,1,36
Fall 2016,16,26,MALE,16,3.769,125,4,-0.231,Thu,16,Introductory,2021,0,1,42
Fall 2016,16,42,MALE,12,2.5,149,2.072,0.428,Thu,17,Advanced,2018,0,1,1
Fall 2016,16,41,MALE,15,3.2,129,3.275,-0.075,Thu,17,Introductory,2019,0,1,5
Fall 2016,16,71,MALE,18,3.166,152,2.64,0.526,Thu,17,Advanced,2018,0,1,15
Fall 2016,16,41,MALE,14,3.2,131,2.955,0.245,Thu,17,Intermediate,2018,0,1,49
Fall 2016,16,121,MALE,18,2.8,165,2.759,0.041,Thu,17,Introductory,2019,0,1,16
Fall 2016,16,91,MALE,18,3.333,123,2.591,0.742,Thu,17,Introductory,2017,0,1,1
Fall 2016,16,22,FEMALE,16,3.562,49,3.586,-0.024,Thu,17,Introductory,2017,1,1,1
Fall 2016,16,49,MALE,13,2.769,104,2.463,0.306,Thu,18,Introductory,2018,0,1,2
Fall 2016,16,57,FEMALE,16,3.25,134,3.333,-0.083,Thu,18,Intermediate,2018,0,1,3
Fall 2016,16,32,FEMALE,16,2.7,126,3.5,-0.8,Thu,18,Introductory,2020,0,1,4
Fall 2016,16,189,MALE,17,3.647,132,3.769,-0.122,Thu,18,Introductory,2020,0,1,30
Fall 2016,16,190,MALE,16,3.437,122,3.409,0.028,Thu,18,Intermediate,2019,0,1,22
Fall 2016,16,44,MALE,14,3.2,131,2.955,0.245,Thu,19,Intermediate,2018,0,1,49
Fall 2016,16,13,FEMALE,13,3,129.5,2.176,0.824,Thu,19,Advanced,2018,0,1,2
Fall 2016,16,33,MALE,10,0.9,30,1.98,-1.08,Thu,19,Introductory,2017,1,1,2
Fall 2016,16,58,FEMALE,16,3.384,145,3.401,-0.017,Thu,19,Introductory,2020,0,1,3
Fall 2016,16,59,MALE,18,3.833,143,3.764,0.069,Thu,20,Introductory,2020,0,1,9
Fall 2016,16,52,FEMALE,19,4,122,4,0,Thu,20,Introductory,2021,0,1,17
Fall 2016,16,72,MALE,10,0.9,30,1.98,-1.08,Thu,20,Introductory,2017,1,1,2
Fall 2016,16,122,MALE,3,4,137,3.137,0.863,Fri,9,Introductory,2017,0,1,9
Fall 2016,16,56,FEMALE,20,3.588,148,3.471,0.117,Fri,9,Introductory,2021,0,1,40
Fall 2016,16,63,FEMALE,14,2,75,1.813,0.187,Fri,10,Introductory,2021,0,1,3
Fall 2016,16,100,MALE,15,2.428,111,2.678,-0.25,Fri,10,Other,2021,0,1,35
Fall 2016,16,110,FEMALE,16,1.437,96,1.82,-0.383,Fri,10,Advanced,2018,0,1,3
Fall 2016,16,48,FEMALE,19,2.75,140,2.512,0.238,Fri,10,Intermediate,2017,0,1,8
Fall 2016,16,103,FEMALE,13,4,145,3.835,0.165,Fri,11,Introductory,2019,0,1,5
Fall 2016,16,45,FEMALE,15,3.615,145,3.777,-0.162,Fri,11,Introductory,2021,0,1,10
Fall 2016,16,77,FEMALE,13,2.8,123,3.552,-0.752,Fri,11,Intermediate,2019,0,1,41
Fall 2016,16,36,MALE,17,3,148,2.812,0.188,Fri,12,Introductory,2018,0,1,47
Fall 2016,16,51,FEMALE,16,4,131,3.865,0.135,Fri,12,Advanced,2018,0,1,7
Fall 2016,16,46,MALE,14,2.214,122,2.517,-0.303,Fri,12,Introductory,2020,0,1,3
Fall 2016,16,53,MALE,15,4,167,3.617,0.383,Fri,12,Intermediate,2017,0,1,6
Fall 2016,16,47,FEMALE,20,3.058,146,3.44,-0.382,Fri,12,Introductory,2020,0,1,28
Fall 2016,16,45,FEMALE,19,3.25,144,3.735,-0.485,Fri,12,Introductory,2020,0,1,1
Fall 2016,16,31,MALE,13,1.769,133,2.311,-0.542,Fri,12,Intermediate,2018,0,1,46
Fall 2016,16,86,FEMALE,12,1.666,138,2.833,-1.167,Fri,13,Introductory,2020,0,1,19
Fall 2016,16,15,MALE,19,2.875,129,2.914,-0.039,Fri,13,Introductory,2019,0,1,1
Fall 2016,16,64,FEMALE,16,3,128,3.042,-0.042,Fri,13,Introductory,2018,0,1,4
Fall 2016,16,41,FEMALE,16,3.812,126,3.135,0.677,Fri,14,Introductory,2020,0,1,20
Fall 2016,16,72,FEMALE,13,3.428,135,3.289,0.139,Fri,14,Introductory,2020,0,1,1
Fall 2016,16,113,FEMALE,18,4,160,3.901,0.099,Fri,14,Introductory,2020,0,1,14
Fall 2016,16,36,MALE,13,1.769,133,2.311,-0.542,Fri,15,Intermediate,2018,0,1,46
Fall 2016,16,74,MALE,16,2.875,0,3.317,-0.442,Fri,15,Introductory,2018,0,2,49
Fall 2016,16,74,MALE,16,2.687,138,3.022,-0.335,Fri,15,Introductory,2018,0,2,62
Fall 2016,16,74,FEMALE,16,3.062,128,3.201,-0.139,Fri,15,Introductory,2020,0,1,27
Fall 2016,16,61,FEMALE,16,3.769,122,3.454,0.315,Fri,15,Introductory,2020,0,2,4
