Semester,Semester_Week,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Cumulative_GPA,Change_in_GPA,Day_of_Week,Hour_of_Day,Course_Level,Expected_Graduation_Yr,Underclassman,Group_Size,Total_Visits
Fall 2016,2,133,MALE,13,3.1,163,2.109,0.991,Thu,19,Introductory,2017,0,1,14
Fall 2016,2,85,FEMALE,16,3.25,123,3.551,-0.301,Thu,19,Introductory,2020,0,1,33
Fall 2016,2,130,FEMALE,16,3.062,128,3.201,-0.139,Thu,19,Introductory,2020,0,2,27
Fall 2016,2,51,MALE,14,2.214,122,3.625,-1.411,Thu,19,Introductory,2021,0,2,3
Fall 2016,2,48,MALE,13,3.461,140,3.453,0.008,Thu,19,Introductory,2019,0,1,1
Fall 2016,2,113,FEMALE,17,2.823,0,2.868,-0.045,Thu,20,Introductory,2018,0,1,4
Fall 2016,2,84,FEMALE,16,3.769,129,3.577,0.192,Thu,20,Introductory,2020,0,1,30
Fall 2016,2,116,FEMALE,13,3.307,150,3.66,-0.353,Thu,20,Introductory,2018,0,1,14
Fall 2016,2,42,MALE,16,4,122,4,0,Thu,20,Introductory,2020,0,1,3
Fall 2016,2,61,MALE,12,3.25,154,3.29,-0.04,Thu,20,Introductory,2017,0,1,3
Fall 2016,2,80,FEMALE,16,2.875,123,2.658,0.217,Thu,20,Introductory,2020,0,1,25
Fall 2016,2,36,MALE,16,3.076,63,2.964,0.112,Thu,20,Introductory,2017,0,1,25
Fall 2016,2,36,FEMALE,17,3.47,145,2.891,0.579,Thu,21,Introductory,2020,0,1,7
Fall 2016,2,148,MALE,17,3.647,132,3.769,-0.122,Fri,8,Introductory,2020,0,1,30
Fall 2016,2,59,FEMALE,17,4,142,3.811,0.189,Fri,8,Introductory,2018,0,1,13
Fall 2016,2,50,FEMALE,16,2.916,79,2.924,-0.008,Fri,9,Introductory,2018,0,1,47
Fall 2016,2,66,FEMALE,6,2.5,105,3.265,-0.765,Fri,9,Intermediate,2017,0,1,5
Fall 2016,2,60,FEMALE,15,3.733,130,3.344,0.389,Fri,9,Introductory,2019,0,1,12
Fall 2016,2,143,MALE,9,3,55,2.326,0.674,Fri,9,Introductory,2017,1,1,3
Fall 2016,2,119,MALE,16,3.692,122,3.33,0.362,Fri,10,Introductory,2020,0,2,19
Fall 2016,2,119,MALE,17,2.882,126,2.85,0.032,Fri,10,Introductory,2020,0,2,23
Fall 2016,2,64,MALE,16,2.384,134,2.814,-0.43,Fri,10,Introductory,2020,0,1,11
Fall 2016,2,33,MALE,12,2.25,136,2.72,-0.47,Fri,11,Introductory,2020,0,1,44
Fall 2016,2,93,MALE,16,4,121,3.046,0.954,Fri,11,Introductory,2021,0,1,1
Fall 2016,2,22,MALE,12,2.666,133,2.636,0.03,Fri,11,Introductory,2018,0,1,17
Fall 2016,2,11,FEMALE,16,4,132,3.917,0.083,Fri,11,Introductory,2018,0,1,15
Fall 2016,2,35,MALE,15,2.466,30,2.592,-0.126,Fri,11,Introductory,2017,1,1,8
Fall 2016,2,47,FEMALE,16,3.25,130,3.593,-0.343,Fri,11,Introductory,2019,0,2,9
Fall 2016,2,20,MALE,13,3.769,128,3.588,0.181,Fri,11,Introductory,2020,0,2,64
Fall 2016,2,123,MALE,12,2.75,136,2.738,0.012,Fri,11,Introductory,2017,0,1,3
Fall 2016,2,122,MALE,18,2.333,155,2.383,-0.05,Fri,11,Introductory,2017,0,1,2
Fall 2016,2,61,MALE,15,3.666,123,3.57,0.096,Fri,11,Other,2020,0,1,60
Fall 2016,2,118,MALE,14,2.428,145,2.717,-0.289,Fri,12,Introductory,2020,0,1,12
Fall 2016,2,43,MALE,17,2.294,139,2.377,-0.083,Fri,12,Introductory,2018,0,2,3
Fall 2016,2,65,FEMALE,13,3,164,3.346,-0.346,Fri,12,Intermediate,2018,0,2,3
Fall 2016,2,64,FEMALE,13,2.1,126,2.822,-0.722,Fri,12,Introductory,2019,0,1,9
Fall 2016,2,23,FEMALE,17,3.571,147,3.632,-0.061,Fri,13,Introductory,2021,0,1,6
Fall 2016,2,75,MALE,17,2.705,124,2.966,-0.261,Fri,13,Introductory,2020,0,1,2
Fall 2016,2,128,MALE,12,2.25,136,2.72,-0.47,Fri,14,Introductory,2020,0,1,44
Fall 2016,2,56,MALE,18,3.6,133,3.015,0.585,Fri,14,Introductory,2020,0,1,7
Fall 2016,2,87,MALE,13,4,145,3.384,0.616,Fri,14,Introductory,2020,0,1,20
Fall 2016,2,39,MALE,16,3.187,119,2.69,0.497,Fri,14,Introductory,2017,0,1,8
Fall 2016,2,72,MALE,14,3.2,131,2.955,0.245,Fri,15,Intermediate,2018,0,1,49
Fall 2016,2,54,MALE,16,2.8,109,2.759,0.041,Fri,15,Advanced,2021,0,1,13
Fall 2016,3,68,MALE,17,3.823,124,3.321,0.502,Tue,8,Intermediate,2020,0,1,77
Fall 2016,3,61,MALE,13,2.846,104,2.525,0.321,Tue,9,Introductory,2021,0,1,1
Fall 2016,3,102,MALE,17,3.529,145,3.761,-0.232,Tue,9,Introductory,2020,0,1,12
Fall 2016,3,17,FEMALE,13,3.538,131,3.666,-0.128,Tue,9,Introductory,2021,0,1,11
Fall 2016,3,43,FEMALE,18,3.2,133,2.991,0.209,Tue,10,Introductory,2019,0,1,6
Fall 2016,3,50,MALE,10,3.4,145,2.543,0.857,Tue,10,Introductory,2018,0,2,8
Fall 2016,3,37,FEMALE,15,3.666,133,3.712,-0.046,Tue,10,Introductory,2018,0,2,19
Fall 2016,3,36,MALE,18,3.666,159,3.736,-0.07,Tue,10,Introductory,2019,0,1,71
Fall 2016,3,98,MALE,13,2.076,146,2.6,-0.524,Tue,10,Intermediate,2018,0,1,5
Fall 2016,3,80,FEMALE,16,3.812,132,3.677,0.135,Tue,10,Introductory,2020,0,1,4
Fall 2016,3,42,FEMALE,15,3.666,125,3.681,-0.015,Tue,10,Introductory,2020,0,1,15
Fall 2016,3,139,MALE,12,2.25,136,2.72,-0.47,Tue,10,Introductory,2020,0,1,44
Fall 2016,3,111,FEMALE,16,3.812,69,3.89,-0.078,Tue,10,Introductory,2018,1,1,1
Fall 2016,3,83,FEMALE,16,2.875,28,2.788,0.087,Tue,10,Introductory,2018,0,1,11
Fall 2016,3,71,MALE,13,4,145,3.384,0.616,Tue,10,Introductory,2020,0,1,20
Fall 2016,3,157,MALE,16,3.8,139,3.593,0.207,Tue,10,Introductory,2020,0,1,36
Fall 2016,3,69,FEMALE,17,2.823,0,2.868,-0.045,Tue,11,Introductory,2018,0,1,4
Fall 2016,3,113,MALE,16,3.769,125,4,-0.231,Tue,11,Introductory,2021,0,1,42
Fall 2016,3,98,MALE,16,2.875,0,3.317,-0.442,Tue,11,Introductory,2018,0,1,49
Fall 2016,3,95,MALE,16,3.625,125,3.467,0.158,Tue,11,Introductory,2018,0,2,25
Fall 2016,3,96,MALE,16,3.076,128,2.686,0.39,Tue,11,Introductory,2018,0,2,12
Fall 2016,3,34,FEMALE,16,4,132,3.917,0.083,Tue,11,Introductory,2018,0,1,15
Fall 2016,3,82,MALE,18,3.666,159,3.736,-0.07,Tue,11,Introductory,2019,0,1,71
Fall 2016,3,135,FEMALE,14,2.545,125,2.863,-0.318,Tue,11,Introductory,2018,0,1,27
Fall 2016,3,69,FEMALE,15,3.8,123,3.866,-0.066,Tue,11,Introductory,2018,0,1,52
Fall 2016,3,85,MALE,17,3.647,123,3.287,0.36,Tue,11,Introductory,2019,0,1,14
Fall 2016,3,90,FEMALE,15,3.8,148.27,3.76,0.04,Tue,11,Advanced,2018,0,1,8
Fall 2016,3,40,FEMALE,16,3.25,127,3.241,0.009,Tue,11,Advanced,2017,0,1,8
Fall 2016,3,55,MALE,6,4,134,3.423,0.577,Tue,12,Intermediate,2017,0,1,11
Fall 2016,3,105,MALE,19,3.812,126,3.886,-0.074,Tue,12,Introductory,2019,0,1,15
Fall 2016,3,24,FEMALE,16,3.062,131,3.153,-0.091,Tue,12,Intermediate,2018,0,1,2
Fall 2016,3,64,MALE,16,3.384,135,3.48,-0.096,Tue,12,Introductory,2020,0,1,1
Fall 2016,3,62,FEMALE,14,3,122,3,0,Tue,12,Intermediate,2020,0,1,19
Fall 2016,3,86,FEMALE,17,4,147,3.906,0.094,Tue,12,Introductory,2018,0,1,1
Fall 2016,3,67,FEMALE,12,3,130,3.15,-0.15,Tue,13,Intermediate,2018,0,1,19
Fall 2016,3,52,MALE,15,4,147,3.93,0.07,Tue,13,Introductory,2019,0,1,34
Fall 2016,3,23,FEMALE,17,4,150,4,0,Tue,13,Introductory,2018,0,1,37
Fall 2016,3,136,FEMALE,15,3.2,125,3.341,-0.141,Tue,13,Introductory,2018,0,1,33
Fall 2016,3,135,MALE,3,0,136,3.186,-3.186,Tue,13,Introductory,2018,0,4,35
Fall 2016,3,134,FEMALE,16,2.875,134,3.178,-0.303,Tue,13,Introductory,2018,0,4,23
Fall 2016,3,134,FEMALE,16,3.076,124,3.547,-0.471,Tue,13,Introductory,2018,0,4,23
Fall 2016,3,46,MALE,16,2.687,138,3.022,-0.335,Tue,13,Introductory,2018,0,4,62
Fall 2016,3,38,FEMALE,15,3.666,167,3.613,0.053,Tue,13,Introductory,2018,0,1,1
Fall 2016,3,151,MALE,4,1,150,2.089,-1.089,Tue,13,Introductory,2020,0,2,8
Fall 2016,3,111,FEMALE,15,2.416,133,2.857,-0.441,Tue,13,Introductory,2018,0,2,49
Fall 2016,3,114,MALE,19,3.625,126,3.494,0.131,Tue,14,Introductory,2018,0,2,42
Fall 2016,3,114,MALE,16,3.307,125,3.213,0.094,Tue,14,Introductory,2018,0,2,32
Fall 2016,3,65,MALE,16,3.461,123,2.941,0.52,Tue,14,Intermediate,2018,0,1,3
Fall 2016,3,58,FEMALE,16,2.937,155,2.949,-0.012,Tue,14,Introductory,2020,0,1,60
Fall 2016,3,165,MALE,17,2.882,126,2.85,0.032,Tue,14,Introductory,2020,0,1,23
Fall 2016,3,31,MALE,15,3.111,122,3.148,-0.037,Tue,14,Introductory,2019,0,1,37
Fall 2016,3,82,MALE,16,3.3,27,2.791,0.509,Tue,14,Introductory,2017,1,1,6
Fall 2016,3,35,MALE,15,4,152,3.972,0.028,Tue,14,Advanced,2017,0,1,1
Fall 2016,3,42,MALE,16,3.8,139,3.593,0.207,Tue,14,Introductory,2020,0,1,36
Fall 2016,3,8,MALE,17,2.882,126,2.319,0.563,Tue,14,Intermediate,2021,0,1,21
Fall 2016,3,28,MALE,13,2.461,133,2.427,0.034,Tue,14,Introductory,2019,0,1,1
Fall 2016,3,84,MALE,16,3.437,123,2.991,0.446,Tue,14,Introductory,2019,0,1,36
Fall 2016,3,137,MALE,10,2.333,139,2.924,-0.591,Tue,14,Intermediate,2018,0,1,33
Fall 2016,3,13,MALE,13,0,10,0.782,-0.782,Tue,14,Introductory,2017,1,1,1
Fall 2016,3,120,FEMALE,12,3,169,2.726,0.274,Tue,14,Introductory,2018,0,1,25
Fall 2016,3,51,MALE,16,3.538,129,3.576,-0.038,Tue,14,Introductory,2020,0,1,27
Fall 2016,3,116,FEMALE,16,3.812,126,3.135,0.677,Tue,14,Introductory,2020,0,1,20
Fall 2016,3,133,MALE,14,3.142,158.19,3.106,0.036,Tue,14,Introductory,2018,0,1,26
Fall 2016,3,83,MALE,17,3.647,127,3.507,0.14,Tue,15,Introductory,2018,0,1,1
Fall 2016,3,66,FEMALE,16,3.625,133,3.373,0.252,Tue,15,Introductory,2020,0,1,49
Fall 2016,3,58,FEMALE,15,1.818,148,2.871,-1.053,Tue,15,Intermediate,2018,0,1,4
Fall 2016,3,59,FEMALE,18,3.111,122,3.153,-0.042,Tue,15,Intermediate,2019,0,1,9
Fall 2016,3,40,FEMALE,12,3.75,152,3.357,0.393,Tue,15,Intermediate,2018,0,1,4
Fall 2016,3,89,MALE,17,2.812,136,2.63,0.182,Tue,15,Introductory,2019,0,1,24
Fall 2016,3,20,FEMALE,17,3.117,124,4,-0.883,Tue,15,Introductory,2021,0,1,10
Fall 2016,3,89,MALE,15,2.25,137,2.722,-0.472,Tue,16,Advanced,2018,0,1,29
Fall 2016,3,34,MALE,16,3.266,146,2.867,0.399,Tue,16,Introductory,2019,0,1,2
Fall 2016,3,74,MALE,16,3.25,122,2.844,0.406,Tue,16,Introductory,2020,0,1,24
Fall 2016,3,55,FEMALE,12,3.333,151,3.795,-0.462,Tue,16,Intermediate,2017,0,4,27
Fall 2016,3,55,MALE,16,3.812,122,3.601,0.211,Tue,16,Introductory,2020,0,4,6
Fall 2016,3,54,FEMALE,16,3.25,131,3.294,-0.044,Tue,16,Introductory,2020,0,4,5
Fall 2016,3,54,FEMALE,15,3.6,129,3.45,0.15,Tue,16,Introductory,2018,0,4,20
Fall 2016,3,54,MALE,16,3.25,123,4,-0.75,Tue,16,Introductory,2021,0,3,8
Fall 2016,3,71,MALE,16,3.076,123,3.117,-0.041,Tue,16,Introductory,2020,0,3,33
Fall 2016,3,71,MALE,16,3.769,107,3.619,0.15,Tue,16,Introductory,2021,0,3,45
Fall 2016,3,41,FEMALE,14,4,143,3.693,0.307,Tue,16,Introductory,2017,0,1,6
Fall 2016,3,127,MALE,14,0,8,1.437,-1.437,Tue,16,Introductory,2017,1,1,26
Fall 2016,3,49,FEMALE,19,4,122,4,0,Tue,16,Introductory,2021,0,1,17
Fall 2016,3,136,MALE,12,3.25,154,3.29,-0.04,Tue,17,Introductory,2017,0,1,3
Fall 2016,3,11,FEMALE,14,2.666,24,2.368,0.298,Tue,17,Introductory,2017,1,1,2
Fall 2016,3,39,MALE,16,2.384,134,2.814,-0.43,Tue,17,Introductory,2020,0,1,11
Fall 2016,3,14,FEMALE,15,4,76,4,0,Tue,17,Introductory,2017,0,2,4
Fall 2016,3,152,MALE,16,2.687,138,3.022,-0.335,Tue,17,Introductory,2018,0,2,62
Fall 2016,3,169,MALE,18,3.666,159,3.736,-0.07,Tue,17,Introductory,2019,0,1,71
Fall 2016,3,82,FEMALE,17,3.666,131,3.541,0.125,Tue,17,Introductory,2021,0,1,1
Fall 2016,3,29,MALE,16,4,134,3.5,0.5,Tue,18,Introductory,2020,0,1,20
Fall 2016,3,11,FEMALE,18,1.357,40,1.048,0.309,Tue,18,Introductory,2017,1,1,1
Fall 2016,3,70,FEMALE,17,3.294,134,3.214,0.08,Tue,18,Introductory,2018,0,3,22
Fall 2016,3,15,MALE,16,3.687,123,3.727,-0.04,Tue,18,Introductory,2021,0,3,14
Fall 2016,3,26,FEMALE,14,3,122,3,0,Tue,18,Introductory,2020,0,3,19
Fall 2016,3,106,FEMALE,14,3.285,122,3.486,-0.201,Tue,19,Advanced,2017,0,1,20
Fall 2016,3,62,FEMALE,16,1.6,40,2.136,-0.536,Tue,19,Other,2018,1,1,16
Fall 2016,3,89,MALE,18,4,122,3.606,0.394,Tue,19,Intermediate,2018,0,1,1
Fall 2016,3,98,FEMALE,20,3.647,174,3.859,-0.212,Tue,19,Advanced,2018,0,1,9
Fall 2016,3,88,FEMALE,16,3.461,67,3.633,-0.172,Tue,19,Advanced,2017,0,2,16
Fall 2016,3,38,MALE,14,4,162,3.942,0.058,Tue,19,Advanced,2018,0,2,10
Fall 2016,3,35,MALE,15,2.466,30,2.592,-0.126,Tue,19,Introductory,2017,1,1,8
Fall 2016,3,125,FEMALE,17,3,138,3.594,-0.594,Tue,19,Introductory,2018,0,1,3
Fall 2016,3,137,FEMALE,12,2.222,125,2.653,-0.431,Tue,19,Introductory,2020,0,1,34
Fall 2016,3,67,MALE,16,3.076,63,2.964,0.112,Tue,19,Introductory,2017,0,1,25
Fall 2016,3,59,FEMALE,13,4,145,3.864,0.136,Tue,19,Advanced,2018,0,1,9
Fall 2016,3,54,FEMALE,12,3.25,146,3.561,-0.311,Tue,19,Advanced,2018,0,1,4
Fall 2016,3,41,FEMALE,19,4,122,4,0,Tue,19,Introductory,2021,0,1,17
Fall 2016,3,76,FEMALE,16,3.25,123,3.551,-0.301,Tue,20,Introductory,2020,0,1,33
Fall 2016,3,75,FEMALE,17,3.47,145,2.891,0.579,Tue,20,Introductory,2020,0,1,7
Fall 2016,3,99,MALE,18,3.166,152,2.64,0.526,Tue,20,Intermediate,2018,0,1,15
Fall 2016,3,91,MALE,16,1.923,122,2.339,-0.416,Tue,20,Introductory,2020,0,1,5
Fall 2016,3,86,MALE,17,3.47,135,3.321,0.149,Tue,20,Intermediate,2018,0,1,1
Fall 2016,3,44,FEMALE,13,2.555,69,3.04,-0.485,Tue,20,Advanced,2018,1,1,1
Fall 2016,3,44,MALE,18,2.666,136,0,2.666,Tue,21,Introductory,2021,0,1,1
Fall 2016,3,25,FEMALE,18,2.533,127,3.113,-0.58,Tue,21,Introductory,2019,0,1,13
Fall 2016,3,46,MALE,9,3,55,2.326,0.674,Wed,8,Introductory,2017,1,1,3
Fall 2016,3,100,MALE,12,3.5,173,3.304,0.196,Wed,8,Introductory,2018,0,1,29
Fall 2016,3,19,MALE,16,3.3,27,2.791,0.509,Wed,9,Introductory,2017,1,1,6
Fall 2016,3,75,FEMALE,18,4,13,4,0,Wed,9,Introductory,2019,1,1,7
Fall 2016,3,61,FEMALE,16,2.916,79,2.924,-0.008,Wed,9,Introductory,2018,0,1,47
Fall 2016,3,77,MALE,16,3.812,126,3.715,0.097,Wed,9,Advanced,2018,0,1,8
Fall 2016,3,21,MALE,17,4,31,4,0,Wed,9,Introductory,2017,1,1,41
Fall 2016,3,125,MALE,17,3.647,132,3.769,-0.122,Wed,9,Introductory,2020,0,1,30
Fall 2016,3,64,MALE,18,3.666,159,3.736,-0.07,Wed,9,Introductory,2019,0,1,71
Fall 2016,3,64,FEMALE,13,3.307,165,3.579,-0.272,Wed,10,Introductory,2018,0,1,10
Fall 2016,3,153,FEMALE,18,3.666,134,3.911,-0.245,Wed,10,Introductory,2018,0,1,26
Fall 2016,3,68,MALE,12,2.25,136,2.72,-0.47,Wed,10,Introductory,2020,0,2,44
Fall 2016,3,141,FEMALE,20,4,41,3.916,0.084,Wed,10,Introductory,2017,1,2,19
Fall 2016,3,57,FEMALE,14,4,176,3.625,0.375,Wed,10,Introductory,2020,0,1,30
Fall 2016,3,78,MALE,13,2.076,133,3.039,-0.963,Wed,10,Introductory,2020,0,1,68
Fall 2016,3,77,FEMALE,16,2.875,123,2.658,0.217,Wed,10,Introductory,2020,0,1,25
Fall 2016,3,58,MALE,13,4,145,3.384,0.616,Wed,10,Introductory,2020,0,1,20
Fall 2016,3,37,FEMALE,13,2.1,126,2.822,-0.722,Wed,11,Introductory,2019,0,1,9
Fall 2016,3,89,FEMALE,16,3.812,132,3.677,0.135,Wed,11,Introductory,2020,0,1,4
Fall 2016,3,40,MALE,16,2.714,132,2.681,0.033,Wed,11,Introductory,2019,0,1,45
Fall 2016,3,47,FEMALE,13,3,76,2.5,0.5,Wed,11,Intermediate,2018,0,1,1
Fall 2016,3,17,MALE,17,3.117,132,2.913,0.204,Wed,12,Introductory,2020,0,1,42
Fall 2016,3,74,FEMALE,15,3,123,2.291,0.709,Wed,12,Introductory,2018,0,1,7
Fall 2016,3,8,FEMALE,11,2,23,2.45,-0.45,Wed,12,Advanced,2017,1,1,1
Fall 2016,3,113,MALE,13,3.769,128,3.588,0.181,Wed,12,Introductory,2020,0,1,64
Fall 2016,3,102,MALE,18,3.833,138,3.174,0.659,Wed,12,Introductory,2018,0,1,16
Fall 2016,3,67,MALE,12,2,134,2.268,-0.268,Wed,12,Advanced,2020,0,1,4
Fall 2016,3,91,MALE,13,2.076,133,3.039,-0.963,Wed,12,Introductory,2020,0,1,68
Fall 2016,3,62,FEMALE,13,3.75,142,2.4,1.35,Wed,12,Introductory,2018,0,1,59
Fall 2016,3,42,FEMALE,18,2.75,30,3.375,-0.625,Wed,12,Intermediate,2017,0,1,6
Fall 2016,3,46,MALE,16,3.625,125,3.467,0.158,Wed,13,Introductory,2018,0,1,25
Fall 2016,3,58,MALE,16,3.812,127,3.312,0.5,Wed,13,Introductory,2020,0,1,3
Fall 2016,3,54,FEMALE,13,2.692,130,2.834,-0.142,Wed,13,Advanced,2020,0,1,2
Fall 2016,3,129,MALE,17,2.882,126,2.85,0.032,Wed,13,Introductory,2020,0,1,23
Fall 2016,3,131,MALE,16,3.692,122,3.33,0.362,Wed,13,Introductory,2020,0,1,19
Fall 2016,3,112,MALE,7,3,155,2.18,0.82,Wed,13,Introductory,2020,0,1,11
Fall 2016,3,102,MALE,12,2.75,130,3.075,-0.325,Wed,13,Introductory,2020,0,1,6
Fall 2016,3,41,FEMALE,12,3,130,3.15,-0.15,Wed,13,Intermediate,2018,0,1,19
Fall 2016,3,57,FEMALE,15,4,125,3.446,0.554,Wed,13,Intermediate,2018,0,1,10
Fall 2016,3,101,FEMALE,15,2.8,33,2.9,-0.1,Wed,13,Advanced,2017,1,1,2
Fall 2016,3,67,FEMALE,13,2.538,139,2.48,0.058,Wed,13,Intermediate,2018,0,1,13
Fall 2016,3,133,FEMALE,17,3,130,3.336,-0.336,Wed,14,Introductory,2018,0,1,26
Fall 2016,3,85,FEMALE,15,4,126,3.964,0.036,Wed,14,Intermediate,2018,0,1,7
Fall 2016,3,92,MALE,16,3.437,123,2.991,0.446,Wed,14,Introductory,2019,0,2,36
Fall 2016,3,84,FEMALE,16,3.562,135,3.191,0.371,Wed,14,Intermediate,2018,0,2,9
Fall 2016,3,39,MALE,15,4,138,4,0,Wed,14,Intermediate,2020,0,1,1
Fall 2016,3,123,FEMALE,12,3,169,2.726,0.274,Wed,14,Introductory,2018,0,1,25
Fall 2016,3,43,MALE,18,2.5,122,2.247,0.253,Wed,14,Introductory,2019,0,1,1
Fall 2016,3,91,MALE,16,3.187,119,2.69,0.497,Wed,14,Introductory,2017,0,1,8
Fall 2016,3,36,FEMALE,16,4,142,3.688,0.312,Wed,14,Intermediate,2019,0,2,35
Fall 2016,3,74,FEMALE,15,3.8,123,3.866,-0.066,Wed,14,Introductory,2018,0,2,52
Fall 2016,3,23,MALE,9,1,160,2.719,-1.719,Wed,14,Introductory,2020,0,1,5
Fall 2016,3,10,MALE,16,2.714,132,2.681,0.033,Wed,15,Introductory,2019,0,2,45
Fall 2016,3,66,FEMALE,18,3.823,155,3.754,0.069,Wed,15,Introductory,2020,0,2,15
Fall 2016,3,61,FEMALE,12,3.75,152,3.357,0.393,Wed,15,Intermediate,2018,0,1,4
Fall 2016,3,82,FEMALE,16,4,47,3.517,0.483,Wed,15,Intermediate,2017,1,1,4
Fall 2016,3,59,FEMALE,14,2.875,62,3.4,-0.525,Wed,15,Introductory,2017,1,2,7
Fall 2016,3,132,MALE,14,0,8,1.437,-1.437,Wed,15,Introductory,2017,1,2,26
Fall 2016,3,97,MALE,16,2.384,134,2.814,-0.43,Wed,15,Introductory,2020,0,1,11
Fall 2016,3,143,MALE,16,2.875,0,3.317,-0.442,Wed,15,Introductory,2018,0,2,49
Fall 2016,3,98,MALE,16,2.687,138,3.022,-0.335,Wed,15,Introductory,2018,0,2,62
Fall 2016,3,23,FEMALE,16,3.062,128,3.201,-0.139,Wed,15,Introductory,2020,0,1,27
Fall 2016,3,59,MALE,22,4,147,3.875,0.125,Wed,15,Introductory,2018,0,2,5
Fall 2016,3,25,FEMALE,16,2.375,113,2.016,0.359,Wed,15,Introductory,2021,0,2,1
Fall 2016,3,137,MALE,12,3,69,2.68,0.32,Wed,15,Introductory,2019,0,1,8
Fall 2016,3,66,MALE,15,3.666,123,3.57,0.096,Wed,15,Introductory,2020,0,1,60
Fall 2016,3,14,FEMALE,15,3.6,129,3.45,0.15,Wed,16,Introductory,2018,0,1,20
Fall 2016,3,81,MALE,16,3.076,123,3.117,-0.041,Wed,16,Introductory,2020,0,1,33
Fall 2016,3,79,MALE,16,3.25,122,2.844,0.406,Wed,16,Introductory,2020,0,3,24
Fall 2016,3,73,FEMALE,16,3.625,125,3.654,-0.029,Wed,16,Introductory,2020,0,3,4
Fall 2016,3,74,MALE,16,3.769,107,3.619,0.15,Wed,16,Introductory,2021,0,3,45
Fall 2016,3,27,MALE,16,3.3,27,2.791,0.509,Wed,16,Introductory,2017,1,2,6
Fall 2016,3,27,FEMALE,15,3.75,136,3.864,-0.114,Wed,16,Introductory,2020,0,2,1
Fall 2016,3,82,FEMALE,15,3,123,2.291,0.709,Wed,16,Introductory,2018,0,1,7
Fall 2016,3,70,MALE,17,3.647,123,3.287,0.36,Wed,16,Introductory,2019,0,1,14
Fall 2016,3,51,FEMALE,14,4,176,3.625,0.375,Wed,16,Introductory,2020,0,1,30
Fall 2016,3,62,FEMALE,16,3.375,135,3.469,-0.094,Wed,16,Introductory,2020,0,3,2
Fall 2016,3,69,MALE,16,3.437,123,3.333,0.104,Wed,16,Introductory,2020,0,3,14
Fall 2016,3,61,FEMALE,19,4,128,3.512,0.488,Wed,16,Introductory,2020,0,3,4
Fall 2016,3,83,FEMALE,19,3.769,125,3.775,-0.006,Wed,16,Introductory,2018,0,1,41
Fall 2016,3,100,FEMALE,13,3.75,142,2.4,1.35,Wed,16,Introductory,2018,0,1,59
Fall 2016,3,114,FEMALE,15,2.416,133,2.857,-0.441,Wed,16,Introductory,2018,0,1,49
Fall 2016,3,116,MALE,12,3.333,203,3.736,-0.403,Wed,17,Introductory,2017,0,1,31
Fall 2016,3,74,FEMALE,20,2.692,131,3.208,-0.516,Wed,17,Introductory,2018,0,1,13
Fall 2016,3,105,FEMALE,14,3.285,122,3.486,-0.201,Wed,17,Advanced,2017,0,1,20
Fall 2016,3,76,FEMALE,16,3.461,67,3.633,-0.172,Wed,17,Advanced,2017,0,2,16
Fall 2016,3,121,FEMALE,11,2.272,132,3.72,-1.448,Wed,17,Advanced,2017,0,2,4
Fall 2016,3,104,FEMALE,20,3.647,174,3.859,-0.212,Wed,17,Advanced,2018,0,1,9
Fall 2016,3,52,FEMALE,14,2.571,95,1.949,0.622,Wed,17,Introductory,2020,0,1,7
Fall 2016,3,165,MALE,15,2.25,129,3.039,-0.789,Wed,17,Introductory,2020,0,1,51
Fall 2016,3,65,FEMALE,13,4,145,3.864,0.136,Wed,17,Advanced,2018,0,1,9
Fall 2016,3,57,MALE,19,3.4,168,3.486,-0.086,Wed,18,Intermediate,2020,0,1,1
Fall 2016,3,69,MALE,14,3,44,2.59,0.41,Wed,18,Introductory,2017,1,1,35
Fall 2016,3,195,FEMALE,15,3.466,124,3.38,0.086,Wed,18,Introductory,2018,0,1,10
Fall 2016,3,216,MALE,16,3.437,138,3.293,0.144,Wed,18,Introductory,2020,0,1,21
Fall 2016,3,28,FEMALE,16,3.687,133,3.76,-0.073,Wed,18,Introductory,2020,0,1,24
Fall 2016,3,113,MALE,7,3,155,2.18,0.82,Wed,18,Introductory,2020,0,1,11
Fall 2016,3,125,FEMALE,15,2.75,122,3.189,-0.439,Wed,18,Introductory,2018,0,1,7
Fall 2016,3,105,MALE,15,4,147,3.93,0.07,Wed,18,Introductory,2019,0,1,34
Fall 2016,3,86,MALE,15,4,160,3.853,0.147,Wed,18,Intermediate,2018,0,1,1
Fall 2016,3,56,FEMALE,12,3.75,131,3.469,0.281,Wed,18,Advanced,2018,0,1,2
Fall 2016,3,63,MALE,10,2.7,130,3.192,-0.492,Wed,19,Advanced,2018,0,1,20
Fall 2016,3,74,MALE,15,3,128,3.094,-0.094,Wed,19,Advanced,2017,0,2,12
Fall 2016,3,75,MALE,15,2.25,137,2.722,-0.472,Wed,19,Advanced,2018,0,2,29
Fall 2016,3,47,MALE,18,4,169,3.976,0.024,Wed,19,Advanced,2017,0,1,7
Fall 2016,3,74,MALE,16,3.437,161,3.282,0.155,Wed,19,Intermediate,2018,0,1,6
Fall 2016,3,79,FEMALE,15,2,82,2.328,-0.328,Wed,19,Introductory,2017,0,1,17
