Semester,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Occupancy,Day_of_Week,Course_Level,Expected_Graduation_Yr,Underclassman,Major_Indicated,MATH,STAT,Exams_Approaching,Afternoon,Evening
Spring,20,MALE,15,2.533,133,0.029,8,Wed,Introductory,2018,0,0,1,0,0,0,1
Spring,141,FEMALE,11,2.545,133,-0.31,5,Wed,Introductory,2019,0,1,1,0,0,0,1
Spring,66,MALE,16,3.25,137,0.729,5,Wed,Introductory,2020,0,1,1,0,0,0,1
Spring,83,MALE,15,2.4,125,-0.944,5,Wed,Introductory,2020,0,1,1,0,0,0,1
Spring,47,FEMALE,16,3.687,133,-0.073,5,Wed,Introductory,2020,0,1,1,0,0,0,1
Spring,47,MALE,13,1.444,100,-1.226,6,Wed,Introductory,2021,0,1,1,0,0,0,1
Spring,39,MALE,12,1.833,129,-0.889,1,Thu,Introductory,2018,0,0,1,0,0,0,0
Spring,58,FEMALE,14,3,138,0.412,2,Thu,Introductory,2020,0,1,1,0,0,0,0
Spring,101,FEMALE,16,2.916,79,-0.008,1,Thu,Introductory,2018,0,0,1,0,0,0,0
Spring,24,MALE,13,2.769,122,0.006,2,Thu,Intermediate,2019,0,1,0,0,0,0,0
Spring,142,FEMALE,20,2.625,87,0.943,2,Thu,Introductory,2019,0,1,1,0,0,0,0
Spring,76,FEMALE,14,3,117,-0.281,3,Thu,Introductory,2018,0,0,1,0,0,1,0
Spring,111,MALE,9,2.666,150,0.593,4,Thu,Intermediate,2019,0,1,0,1,0,1,0
Spring,21,MALE,15,3,120,-0.38,5,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,115,MALE,12,2.666,163,-0.094,6,Thu,Introductory,2017,0,1,1,0,0,1,0
Spring,100,FEMALE,18,3.133,125,-0.867,7,Thu,Introductory,2021,0,1,1,0,0,1,0
Spring,314,FEMALE,13,3.5,123,-0.166,8,Thu,Advanced,2018,0,0,0,0,0,1,0
Spring,27,MALE,13,1.75,126,-0.139,8,Thu,Introductory,2021,0,1,1,0,0,1,0
Spring,88,MALE,17,3,148,0.188,8,Thu,Introductory,2018,0,0,1,0,0,1,0
Spring,50,FEMALE,16,3.625,133,0.252,9,Thu,Intermediate,2020,0,1,0,0,0,1,0
Spring,56,MALE,16,2.307,120,0.087,10,Thu,Introductory,2021,0,1,0,0,0,1,0
Spring,15,FEMALE,15,3.4,138,0.63,11,Thu,Introductory,2019,0,1,0,0,0,1,0
Spring,52,MALE,14,2.214,169.02,-0.695,9,Thu,Intermediate,2018,0,0,0,1,0,1,0
Spring,55,FEMALE,15,3.5,126,-0.076,8,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,101,MALE,15,2.416,167,-0.609,9,Thu,Intermediate,2017,0,0,1,0,0,1,0
Spring,81,MALE,18,3.2,122,-0.145,5,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,12,MALE,10,3.1,135,0.489,6,Thu,Introductory,2019,0,1,1,0,0,1,0
Spring,116,MALE,14,3.785,143,0.552,6,Thu,Intermediate,2020,0,1,1,0,0,1,0
Spring,55,FEMALE,16,2.937,155,-0.012,5,Thu,Introductory,2020,0,1,0,0,0,1,0
Spring,100,MALE,9,3,126,-0.454,6,Thu,Introductory,2021,0,1,1,0,0,1,0
Spring,79,FEMALE,12,2.5,89,-0.817,7,Thu,Introductory,2017,0,0,0,0,0,1,0
Spring,134,MALE,12,2.666,163,-0.094,8,Thu,Introductory,2017,0,1,1,0,0,1,0
Spring,81,FEMALE,18,3.722,122,0.065,9,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,144,FEMALE,13,2.8,123,-0.752,9,Thu,Intermediate,2019,0,1,0,1,0,1,0
Spring,52,MALE,15,2.533,133,0.029,9,Thu,Introductory,2018,0,0,1,0,0,1,0
Spring,28,MALE,16,2.714,132,0.033,10,Thu,Introductory,2019,0,1,1,0,0,1,0
Spring,33,FEMALE,17,2.529,133,-0.35,11,Thu,Introductory,2018,0,0,1,0,0,1,0
Spring,108,MALE,13,2.384,127,-0.374,12,Thu,Intermediate,2019,0,1,0,1,0,1,0
Spring,33,MALE,18,4,124,0,13,Thu,Intermediate,2017,0,0,0,0,0,1,0
Spring,48,MALE,15,2.4,125,-0.944,13,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,48,MALE,15,3.8,126,0.14,14,Thu,Introductory,2020,0,1,1,0,0,1,0
Spring,136,MALE,12,3,125,0.043,15,Thu,Intermediate,2017,0,0,0,0,0,1,0
Spring,21,MALE,18,4,143,0.278,13,Thu,Introductory,2018,0,0,1,0,0,1,0
Spring,74,MALE,14,2.785,108,0.108,13,Thu,Advanced,2021,0,1,0,0,0,1,0
Spring,317,MALE,19,3.812,126,-0.074,14,Thu,Intermediate,2019,0,1,0,0,0,1,0
Spring,68,FEMALE,12,2.5,89,-0.817,13,Thu,Introductory,2017,0,0,1,0,0,1,0
Spring,19,FEMALE,14,4,176,0.375,9,Thu,Introductory,2020,0,1,0,0,0,0,1
Spring,33,FEMALE,18,2.75,30,-0.625,10,Thu,Introductory,2017,0,0,0,0,0,0,1
Spring,83,MALE,13,4,145,0.616,10,Thu,Introductory,2020,0,1,1,0,0,0,1
Spring,67,MALE,19,3.631,144,0.223,3,Thu,Graduate,2020,0,1,1,0,0,0,1
Spring,51,MALE,17,3.076,128,-0.147,3,Thu,Intermediate,2020,0,1,0,0,0,0,1
Spring,20,MALE,12,4,122,0,3,Thu,Introductory,2020,0,1,1,0,0,0,1
Spring,42,FEMALE,16,4,122,0,2,Thu,Introductory,2021,0,1,1,0,0,0,1
Spring,39,FEMALE,13,3.23,35,0.162,1,Fri,Introductory,2017,1,0,1,0,0,0,0
Spring,39,MALE,16,3.687,123,-0.04,2,Fri,Introductory,2021,0,1,1,0,0,0,0
Spring,125,MALE,14,3,44,0.41,2,Fri,Introductory,2017,1,0,1,0,0,0,0
Spring,42,FEMALE,19,3.842,166,0.176,2,Fri,Intermediate,2018,0,0,1,0,0,0,0
Spring,53,MALE,15,3,119,-0.105,3,Fri,Intermediate,2020,0,1,0,0,0,0,0
Spring,14,MALE,9,3,126,-0.454,4,Fri,Introductory,2021,0,1,1,0,0,0,0
Spring,54,MALE,15,2.733,124,-0.382,5,Fri,Introductory,2020,0,1,1,0,0,0,0
Spring,66,MALE,15,2.428,111,-0.25,4,Fri,Introductory,2021,0,1,0,0,0,0,0
Spring,65,MALE,15,3.666,123,0.096,4,Fri,Introductory,2020,0,1,0,0,0,0,0
Spring,47,MALE,19,3.187,137,0.151,3,Fri,Introductory,2020,0,1,0,0,0,0,0
Spring,116,FEMALE,16,2.875,122,-0.077,1,Fri,Introductory,2017,0,0,1,0,0,1,0
Spring,49,FEMALE,15,3,132,0.246,2,Fri,Intermediate,2019,0,1,0,1,0,1,0
Spring,63,MALE,12,1.833,129,-0.889,3,Fri,Introductory,2018,0,0,1,0,0,1,0
Spring,258,MALE,16,2.562,126,-0.14,4,Fri,Introductory,2017,0,0,0,0,0,1,0
Spring,41,MALE,14,1.714,38,0.103,5,Fri,Introductory,2017,1,0,0,0,0,1,0
Spring,79,FEMALE,16,3.187,124,-0.575,6,Fri,Introductory,2019,0,1,1,0,0,1,0
Spring,54,MALE,15,3.6,122,-0.08,5,Fri,Intermediate,2019,0,1,0,1,0,1,0
Spring,165,FEMALE,13,1.5,143,-1.548,6,Fri,Introductory,2017,0,0,1,0,0,1,0
Spring,50,FEMALE,16,3.687,133,-0.073,6,Fri,Introductory,2020,0,1,1,0,0,1,0
Spring,19,MALE,14,3,44,0.41,7,Fri,Introductory,2017,1,0,1,0,0,1,0
Spring,16,MALE,15,3,120,-0.38,7,Fri,Introductory,2020,0,1,1,0,0,1,0
Spring,165,MALE,17,2,64,-0.322,8,Fri,Introductory,2017,1,0,1,0,0,1,0
Spring,70,FEMALE,12,3,169,0.274,7,Fri,Intermediate,2018,0,0,0,0,0,1,0
Spring,82,FEMALE,18,3.133,125,-0.867,8,Fri,Introductory,2021,0,1,1,0,0,1,0
Spring,29,FEMALE,12,2.5,89,-0.817,6,Fri,Introductory,2017,0,0,1,0,0,1,0
Spring,39,MALE,13,3.769,128,0.181,7,Fri,Intermediate,2020,0,1,0,0,0,1,0
Spring,97,FEMALE,18,2.888,151,-0.338,7,Fri,Introductory,2020,0,1,1,0,0,1,0
Spring,64,FEMALE,19,4,122,0.172,8,Fri,Introductory,2018,0,0,1,0,0,1,0
Spring,9,MALE,15,3.111,122,-0.037,8,Fri,Introductory,2019,0,1,1,0,0,1,0
Spring,7,MALE,17,3.666,45,1.01,9,Fri,Introductory,2017,1,0,1,0,0,1,0
Spring,14,MALE,13,3.769,128,0.181,9,Fri,Intermediate,2020,0,1,0,1,0,1,0
Spring,73,MALE,17,3.666,45,1.01,8,Fri,Introductory,2017,1,0,1,0,0,1,0
Spring,38,FEMALE,22,1.857,125,-0.749,7,Fri,Introductory,2021,0,1,1,0,0,1,0
Spring,19,MALE,16,2.25,37,0.445,6,Fri,Introductory,2017,1,0,1,0,0,1,0
Spring,38,FEMALE,13,4,124,0,1,Sun,Introductory,2021,0,1,0,0,0,0,1
Spring,38,MALE,15,4,144,0.623,2,Sun,Intermediate,2018,0,0,0,0,0,0,1
Spring,201,MALE,20,2.785,149,-0.434,3,Sun,Advanced,2020,0,1,1,0,0,0,1
Spring,246,MALE,12,2.666,163,-0.094,4,Sun,Introductory,2017,0,1,1,0,0,0,1
Spring,53,FEMALE,22,3.812,122,0.141,5,Sun,Advanced,2018,0,0,0,0,0,0,1
Spring,60,MALE,15,2.4,125,-0.944,6,Sun,Introductory,2020,0,1,1,0,0,0,1
Spring,113,MALE,12,2.25,136,-0.47,7,Sun,Intermediate,2020,0,1,0,0,0,0,1
Spring,107,FEMALE,13,3.384,151,-0.205,8,Sun,Advanced,2018,0,0,0,0,0,0,1
Spring,46,FEMALE,16,3.625,122,0.204,9,Sun,Intermediate,2018,0,0,0,0,0,0,1
Spring,50,FEMALE,16,3.09,148,0.375,8,Sun,Intermediate,2020,0,1,1,0,0,0,1
Spring,38,FEMALE,10,2.7,125,-0.05,9,Sun,Advanced,2018,0,0,0,0,0,0,1
Spring,122,MALE,18,4,143,0.278,7,Sun,Introductory,2018,0,0,1,0,0,0,1
Spring,21,FEMALE,16,3.375,143,-0.197,7,Sun,Intermediate,2021,0,1,0,0,0,0,1
Spring,85,MALE,12,2.666,163,-0.094,4,Sun,Introductory,2017,0,1,0,0,0,0,1
Spring,73,MALE,15,2,9,-2,1,Mon,Advanced,2021,0,1,0,0,0,0,0
Spring,30,MALE,14,3,138,0.301,2,Mon,Intermediate,2019,0,1,1,0,0,0,0
Spring,24,FEMALE,22,1.857,125,-0.749,2,Mon,Intermediate,2021,0,1,0,0,0,0,0
Spring,87,FEMALE,18,3.8,172,0.265,1,Mon,Introductory,2017,0,0,1,0,0,0,0
Spring,10,FEMALE,14,3.642,126,-0.358,2,Mon,Introductory,2021,0,1,0,0,0,0,0
Spring,29,MALE,10,2.5,123,-0.405,3,Mon,Intermediate,2018,0,0,0,1,0,0,0
Spring,231,MALE,19,1.785,38,1.785,3,Mon,Introductory,2017,1,0,1,0,0,0,0
Spring,79,FEMALE,15,2.416,133,-0.441,3,Mon,Introductory,2018,0,0,1,0,0,0,0
Spring,64,MALE,16,2.307,120,0.087,3,Mon,Introductory,2021,0,1,0,0,0,1,0
Spring,56,MALE,12,2.333,28,0.278,4,Mon,Graduate,2018,1,0,1,0,0,1,0
Spring,123,FEMALE,16,4,142,0.312,5,Mon,Introductory,2019,0,1,1,0,0,1,0
Spring,8,MALE,12,2.666,163,-0.094,6,Mon,Introductory,2017,0,1,1,0,0,1,0
Spring,17,FEMALE,14,2.214,129,-0.152,7,Mon,Introductory,2019,0,1,1,0,0,1,0
Spring,23,FEMALE,16,3.062,128,-0.232,8,Mon,Intermediate,2018,0,0,0,1,0,1,0
Spring,65,FEMALE,19,3,134,0.298,8,Mon,Introductory,2017,0,0,1,0,0,1,0
Spring,46,FEMALE,15,2.416,133,-0.441,6,Mon,Intermediate,2018,0,0,0,0,0,1,0
Spring,20,MALE,17,3.117,132,0.204,7,Mon,Introductory,2020,0,1,1,0,0,1,0
Spring,80,MALE,9,4,134,0.825,8,Mon,Introductory,2020,0,1,0,0,0,1,0
Spring,61,MALE,13,2.076,133,-0.963,8,Mon,Advanced,2020,0,1,0,0,0,1,0
Spring,64,MALE,19,3.375,181,0.122,8,Mon,Introductory,2017,0,0,0,0,0,1,0
Spring,131,FEMALE,15,4,127,0,6,Mon,Intermediate,2020,0,1,0,0,0,1,0
Spring,114,MALE,15,3.2,132,-0.295,7,Mon,Advanced,2018,0,0,0,0,0,1,0
Spring,438,MALE,12,1.25,127,-0.831,7,Mon,Intermediate,2017,0,0,0,0,0,1,0
Spring,82,MALE,17,3.647,169,-0.107,7,Mon,Advanced,2018,0,0,0,0,0,1,0
Spring,167,FEMALE,15,3.8,130,-0.01,8,Mon,Advanced,2018,0,0,0,0,0,1,0
Spring,24,FEMALE,15,3.666,133,-0.046,7,Mon,Introductory,2018,0,0,1,0,0,1,0
Spring,87,FEMALE,15,2.416,133,-0.441,8,Mon,Intermediate,2018,0,0,0,0,0,1,0
Spring,126,FEMALE,18,3.133,125,-0.867,8,Mon,Introductory,2021,0,1,1,0,0,1,0
Spring,23,MALE,14,1.928,122,-1.092,8,Mon,Advanced,2019,0,1,0,0,0,1,0
Spring,57,MALE,17,3,148,0.188,9,Mon,Introductory,2018,0,0,1,0,0,1,0
Spring,59,MALE,13,2,156,-1.048,10,Mon,Introductory,2021,0,1,1,0,0,1,0
Spring,39,MALE,13,2.076,135,-0.612,11,Mon,Advanced,2017,0,0,0,0,0,1,0
Spring,83,MALE,15,2.8,132,0.142,12,Mon,Advanced,2017,0,0,0,0,0,1,0
Spring,35,FEMALE,16,3.375,143,-0.197,13,Mon,Introductory,2021,0,1,1,0,0,1,0
Spring,78,MALE,17,3.823,124,0.502,12,Mon,Intermediate,2020,0,1,0,0,0,1,0
Spring,51,MALE,12,1,147,-1.093,9,Mon,Intermediate,2018,0,0,0,0,0,1,0
Spring,64,MALE,15,3.666,123,0.096,8,Mon,Introductory,2020,0,1,0,0,0,1,0
Spring,65,FEMALE,16,4,122,0,8,Mon,Introductory,2021,0,1,1,0,0,1,0
Spring,139,MALE,15,3.266,126,0.094,9,Mon,Introductory,2018,0,0,1,0,0,1,0
Spring,77,MALE,16,2.687,137,-0.261,9,Mon,Intermediate,2018,0,0,0,1,0,0,1
Spring,20,FEMALE,12,3,125,0.095,5,Mon,Introductory,2018,0,0,1,0,0,0,1
Spring,67,FEMALE,16,1.6,40,-0.536,5,Mon,Introductory,2018,1,0,0,0,0,0,1
Spring,64,FEMALE,13,1.846,141,-0.81,5,Mon,Introductory,2018,0,0,0,0,0,0,1
Spring,31,FEMALE,14,4,24,0,6,Mon,Intermediate,2021,0,1,0,0,0,0,1
Spring,95,FEMALE,16,3.187,124,-0.575,7,Mon,Introductory,2019,0,1,1,0,0,0,1
Spring,22,FEMALE,12,3.333,151,-0.462,8,Mon,Intermediate,2017,0,0,0,0,0,0,1
Spring,53,MALE,15,3,128,-0.094,9,Mon,Advanced,2017,0,0,0,0,0,0,1
Spring,75,FEMALE,13,2.5,167.5,-0.5,7,Mon,Intermediate,2020,0,1,0,0,0,0,1
Spring,130,FEMALE,11,2.545,133,-0.31,8,Mon,Introductory,2019,0,1,1,0,0,0,1
Spring,47,MALE,18,3.466,128,-0.014,6,Mon,Introductory,2020,0,1,1,0,0,0,1
Spring,83,MALE,19,3.631,144,0.223,6,Mon,Graduate,2020,0,1,1,0,0,0,1
Spring,42,FEMALE,17,3.764,123,-0.136,7,Mon,Introductory,2018,0,0,0,0,0,0,1
Spring,81,MALE,16,4,141,0,4,Mon,Intermediate,2020,0,1,1,0,0,0,1
Spring,118,FEMALE,14,3,138,0.412,1,Tue,Introductory,2020,0,1,1,0,0,0,0
Spring,70,MALE,13,2.076,133,-0.963,2,Tue,Introductory,2020,0,1,0,0,0,0,0
Spring,75,MALE,15,2.733,124,-0.382,3,Tue,Introductory,2020,0,1,1,0,0,0,0
Spring,31,MALE,15,2.533,133,0.029,4,Tue,Introductory,2018,0,0,1,0,0,0,0
Spring,51,MALE,15,4,156,0.402,5,Tue,Introductory,2019,0,1,0,0,0,0,0
Spring,38,FEMALE,17,3.571,122,-0.155,6,Tue,Intermediate,2020,0,1,0,1,0,0,0
Spring,140,FEMALE,16,3.25,123,-0.301,6,Tue,Intermediate,2020,0,1,0,1,0,0,0
Spring,69,MALE,15,2.533,133,0.029,6,Tue,Advanced,2018,0,0,0,0,0,0,0
Spring,90,FEMALE,16,2.812,147.5,-0.1,7,Tue,Advanced,2017,0,0,0,0,0,0,0
Spring,90,MALE,12,2.75,123,-0.171,8,Tue,Advanced,2018,0,0,0,0,0,0,0
Spring,90,MALE,12,3.25,123,0.125,9,Tue,Advanced,2018,0,0,0,0,0,0,0
Spring,90,FEMALE,12,3,131,-0.445,10,Tue,Advanced,2018,0,0,0,0,0,0,0
Spring,48,FEMALE,13,3.307,122,-0.185,8,Tue,Advanced,2018,0,0,0,0,0,0,0
Spring,53,MALE,17,3.117,132,0.204,8,Tue,Advanced,2020,0,1,0,0,0,0,0
Spring,50,MALE,13,3.769,128,0.181,9,Tue,Intermediate,2020,0,1,0,0,0,0,0
Spring,93,MALE,15,3.8,126,0.14,2,Tue,Introductory,2020,0,1,1,0,0,1,0
Spring,92,FEMALE,16,2.687,162,-0.738,3,Tue,Introductory,2018,0,0,1,0,0,1,0
Spring,56,MALE,14,2.214,169.02,-0.695,3,Tue,Introductory,2018,0,0,1,0,0,1,0
Spring,99,FEMALE,13,2.888,131,0.358,4,Tue,Advanced,2017,0,0,0,0,0,1,0
Spring,29,MALE,12,2.333,28,0.278,5,Tue,Graduate,2018,1,0,1,0,0,1,0
Spring,44,MALE,15,2,125.5,-0.425,6,Tue,Graduate,2021,0,1,1,0,0,1,0
Spring,11,MALE,15,2.416,167,-0.609,7,Tue,Intermediate,2017,0,0,1,0,0,1,0
Spring,145,MALE,14,2.642,124,-0.659,5,Tue,Introductory,2018,0,0,1,0,0,1,0
Spring,92,MALE,12,1.833,129,-0.889,5,Tue,Introductory,2018,0,0,1,0,0,1,0
Spring,90,MALE,9,3,126,-0.454,5,Tue,Introductory,2021,0,1,1,0,0,1,0
Spring,49,FEMALE,13,3.75,142,1.35,4,Tue,Introductory,2018,0,0,1,0,0,1,0
Spring,172,MALE,12,2.666,163,-0.094,5,Tue,Introductory,2017,0,1,1,0,0,1,0
Spring,88,MALE,17,3,148,0.188,6,Tue,Introductory,2018,0,0,1,0,0,1,0
Spring,64,FEMALE,12,2.5,89,-0.817,7,Tue,Introductory,2017,0,0,1,0,0,1,0
Spring,22,FEMALE,16,1.6,40,-0.536,8,Tue,Intermediate,2018,1,0,0,0,0,1,0
Spring,57,FEMALE,13,2.8,123,-0.752,9,Tue,Intermediate,2019,0,1,0,1,0,1,0
Spring,101,FEMALE,15,3.666,151,0.166,6,Tue,Introductory,2021,0,1,1,0,0,1,0
Spring,117,MALE,7,3,155,0.82,4,Tue,Introductory,2020,0,1,1,0,0,0,1
Spring,65,FEMALE,19,4,122,0.172,4,Tue,Introductory,2018,0,0,1,0,0,0,1
Spring,9,MALE,18,4,151,0,5,Tue,Intermediate,2018,0,1,0,0,0,0,1
Spring,219,MALE,14,3.2,131,0.245,6,Tue,Advanced,2018,0,0,0,0,0,0,1
Spring,19,MALE,17,3.812,125,0.012,4,Tue,Introductory,2021,0,1,1,0,0,0,1
Spring,40,FEMALE,16,2.916,79,-0.008,5,Tue,Introductory,2018,0,0,1,0,0,0,1
Spring,58,MALE,19,3.631,144,0.223,5,Tue,Graduate,2020,0,1,1,0,0,0,1
Spring,84,MALE,12,2.75,141,0.149,4,Tue,Introductory,2018,0,0,1,0,0,0,1
Spring,43,FEMALE,17,3.705,122,0.048,5,Tue,Introductory,2020,0,1,0,0,0,0,1
Spring,92,FEMALE,17,3.285,126,0.005,5,Tue,Introductory,2018,0,0,0,0,0,0,1
Spring,105,FEMALE,16,2.937,122,-0.089,6,Tue,Advanced,2018,0,0,0,0,0,0,1
Spring,135,FEMALE,15,2.533,135,-1.067,7,Tue,Introductory,2021,0,1,1,0,0,0,1
Spring,135,FEMALE,15,2.416,133,-0.441,8,Tue,Introductory,2018,0,0,1,0,0,0,1
Spring,49,FEMALE,6,0,12,-3,7,Tue,Advanced,2020,0,1,0,0,0,0,1
Spring,73,MALE,14,2,145,-0.745,8,Tue,Advanced,2018,0,0,0,0,0,0,1
Spring,64,MALE,10,2.7,130,-0.492,9,Tue,Advanced,2018,0,0,0,0,0,0,1
Spring,64,MALE,20,3.5,123,0.025,10,Tue,Advanced,2018,0,0,0,0,0,0,1
Spring,90,MALE,14,3,44,0.41,11,Tue,Introductory,2017,1,0,1,0,0,0,1
Spring,39,MALE,16,3.2,126,0.217,5,Tue,Introductory,2021,0,1,1,0,0,0,1
Spring,63,FEMALE,14,3.714,48,-0.286,1,Wed,Introductory,2020,1,1,0,0,0,0,0
Spring,701,MALE,16,2.687,136,-0.197,2,Wed,Introductory,2018,0,0,0,0,0,0,0
Spring,19,FEMALE,17,4,150,0,3,Wed,Intermediate,2018,0,0,0,0,0,0,0
Spring,59,MALE,20,2.785,149,-0.434,3,Wed,Intermediate,2020,0,1,1,0,0,0,0
Spring,53,FEMALE,19,3.692,125,0.579,4,Wed,Intermediate,2020,0,1,0,0,0,0,0
Spring,371,MALE,10,2.5,123,-0.405,4,Wed,Advanced,2018,0,0,0,0,0,0,0
Spring,160,MALE,14,2.214,169.02,-0.695,5,Wed,Introductory,2018,0,0,1,0,0,0,0
Spring,90,FEMALE,17,4,142,0.189,6,Wed,Introductory,2018,0,1,1,0,0,0,0
Spring,20,FEMALE,15,3.8,122,0.093,7,Wed,Intermediate,2019,0,1,0,0,0,0,0
Spring,68,MALE,14,4,125,0.165,5,Wed,Advanced,2017,0,0,0,0,0,0,0
Spring,98,MALE,15,2.4,179,-0.215,6,Wed,Intermediate,2018,0,0,0,1,0,1,0
Spring,86,MALE,12,3.166,155,0.333,7,Wed,Advanced,2018,0,1,0,0,0,1,0
Spring,195,MALE,12,4,27,0,8,Wed,Introductory,2017,1,0,1,0,0,1,0
Spring,99,FEMALE,16,4,142,0.312,9,Wed,Introductory,2019,0,1,1,0,0,1,0
Spring,58,FEMALE,24,3.055,163,-0.242,10,Wed,Intermediate,2020,0,1,0,0,0,1,0
Spring,61,FEMALE,17,2.529,133,-0.35,11,Wed,Introductory,2018,0,0,1,0,0,1,0
Spring,44,MALE,16,3.437,122,0.028,10,Wed,Advanced,2019,0,1,0,0,0,1,0
Spring,52,FEMALE,16,3.375,143,-0.197,11,Wed,Introductory,2021,0,1,1,0,0,1,0
Spring,150,FEMALE,15,3.533,130,-0.201,12,Wed,Intermediate,2018,0,0,1,0,0,1,0
Spring,88,FEMALE,17,2.529,133,-0.35,8,Wed,Introductory,2018,0,0,1,0,0,1,0
Spring,106,MALE,14,2.642,124,-0.659,7,Wed,Introductory,2018,0,0,1,0,0,1,0
Spring,87,MALE,10,3,148,0.55,8,Wed,Intermediate,2017,0,0,0,1,0,1,0
Spring,53,FEMALE,16,3.625,133,0.252,8,Wed,Intermediate,2020,0,1,0,0,0,1,0
Spring,106,FEMALE,12,4,126,0.235,9,Wed,Advanced,2018,0,0,1,0,0,1,0
Spring,9,MALE,15,3,120,-0.38,10,Wed,Introductory,2020,0,1,1,0,0,1,0
Spring,141,FEMALE,18,3.133,125,-0.867,11,Wed,Introductory,2021,0,1,1,0,0,1,0
Spring,29,FEMALE,15,3.666,151,0.166,11,Wed,Introductory,2021,0,1,1,0,0,1,0
Spring,62,MALE,14,1.818,133,-0.922,12,Wed,Intermediate,2018,0,0,1,0,0,1,0
Spring,51,FEMALE,17,3.764,123,-0.136,13,Wed,Introductory,2018,0,0,1,0,0,1,0
Spring,399,FEMALE,16,3.25,47,0.114,14,Wed,Introductory,2017,1,0,0,0,0,1,0
Spring,101,FEMALE,15,3.666,151,0.166,13,Wed,Introductory,2021,0,1,1,0,0,1,0
Spring,23,FEMALE,18,2.888,128,0.03,13,Wed,Introductory,2019,0,1,1,0,0,1,0
Spring,136,MALE,16,2.875,141,-0.677,14,Wed,Intermediate,2018,0,0,0,1,0,1,0
Spring,60,MALE,18,4,125,0.051,15,Wed,Intermediate,2019,0,1,0,0,0,1,0
Spring,13,MALE,14,1.928,122,-1.092,16,Wed,Introductory,2019,0,1,0,0,0,1,0
Spring,56,MALE,14,2.785,108,0.108,17,Wed,Introductory,2021,0,1,0,0,0,1,0
Spring,82,FEMALE,12,3,128,-0.095,18,Wed,Intermediate,2018,0,0,0,0,0,1,0
Spring,135,MALE,9,3,126,-0.454,19,Wed,Introductory,2021,0,1,1,0,0,1,0
Spring,71,MALE,15,3.8,126,0.14,20,Wed,Intermediate,2020,0,1,0,0,0,1,0
Spring,118,MALE,8,2,151,-0.943,21,Wed,Introductory,2018,0,0,1,0,0,1,0
Spring,55,MALE,11,2.09,140,-0.694,21,Wed,Introductory,2018,0,1,0,0,0,1,0
Spring,50,FEMALE,15,3.8,130,-0.01,21,Wed,Intermediate,2018,0,0,0,1,0,1,0
Spring,26,MALE,17,3.058,137,-0.396,20,Wed,Introductory,2021,0,1,0,0,0,1,0
Spring,107,FEMALE,12,2.75,147,0.223,20,Wed,Intermediate,2020,0,1,0,1,0,1,0
Spring,52,FEMALE,15,3.266,126,-0.461,18,Wed,Advanced,2018,0,0,0,0,0,1,0
Spring,42,FEMALE,16,3.375,143,-0.197,19,Wed,Introductory,2021,0,1,1,0,0,1,0
Spring,65,MALE,14,3,44,0.41,20,Wed,Introductory,2017,1,0,1,0,0,1,0
Spring,81,MALE,12,2.666,133,0.03,17,Wed,Intermediate,2018,0,0,0,1,0,1,0
Spring,34,FEMALE,16,3.25,66,-0.25,18,Wed,Intermediate,2017,1,0,0,0,0,1,0
Spring,34,FEMALE,15,3.75,140,0.21,19,Wed,Intermediate,2019,0,1,0,0,0,1,0
Spring,22,MALE,15,3.466,122,0.156,19,Wed,Introductory,2020,0,1,1,0,0,1,0
Spring,109,FEMALE,14,3,117,-0.281,17,Wed,Introductory,2018,0,0,1,0,0,1,0
Spring,42,MALE,14,2.785,108,0.108,17,Wed,Intermediate,2021,0,1,0,0,0,1,0
Spring,25,MALE,13,3.307,144,0.511,17,Wed,Intermediate,2018,0,0,0,1,0,1,0
Spring,30,FEMALE,15,2.6,150,-0.42,13,Wed,Introductory,2018,0,0,0,0,0,0,1
Spring,46,FEMALE,18,2.533,127,-0.58,6,Wed,Introductory,2019,0,1,1,0,0,0,1
Spring,93,MALE,16,3.437,122,0.028,7,Wed,Intermediate,2019,0,1,0,1,0,0,1
Spring,161,FEMALE,16,2.687,127,-0.217,8,Wed,Introductory,2021,0,1,0,0,0,0,1
Spring,46,FEMALE,15,3.8,123,-0.066,7,Wed,Introductory,2018,0,0,1,0,0,0,1
Spring,29,MALE,15,2.25,129,-0.789,8,Wed,Intermediate,2020,0,1,0,0,0,0,1
Spring,71,MALE,15,2.533,133,0.029,9,Wed,Introductory,2018,0,0,1,0,0,0,1
Spring,50,FEMALE,17,3.176,137,-0.354,10,Wed,Advanced,2018,0,0,0,0,0,0,1
Spring,43,MALE,15,3.266,126,0.094,11,Wed,Introductory,2018,0,0,1,0,0,0,1
Spring,101,MALE,15,2.333,139,-0.504,12,Wed,Intermediate,2018,0,0,0,1,0,0,1
Spring,101,MALE,15,2.6,125,0.076,13,Wed,Intermediate,2019,0,1,0,1,0,0,1
Spring,47,MALE,13,2.615,122,-0.503,10,Wed,Intermediate,2018,0,0,1,0,0,0,1
